# FEs,AEDMTO,MFEA,MFEA-II,MFDE,MTGA,AEMTO,MKTDE,OTMTO,BLKT-DE
0,21.3911264180964,21.3611074508626,21.3660228644043,21.3429742496546,21.3911264180964,21.3911264180964,21.3829308849986,21.3911264180964,21.3496668396323
2,20.5130803395606,19.2505640392027,21.117316726086,20.9406706111155,20.85628,21.280231,18.7735009204507,21.145985,21.250689846036
4,16.8904780203461,16.4814396201123,20.1205760479573,19.7892273328034,19.31781,21.204887,14.981152192965,20.861502,21.1887907960049
6,12.3358840617282,13.1744219131532,17.1535837319653,17.985954925193,17.01547,21.108913,10.9311068428229,20.412664,21.063226249844
8,8.74012807606504,10.2875508355539,12.3411460716094,16.0957599250933,14.13051,20.830029,7.96040707101243,19.646089,20.7196573699348
10,6.31034047661149,8.33381459464967,9.04713411684541,14.1685290122487,11.76123,20.334935,6.23781004657753,17.728737,20.3383093040445
12,4.98041927584977,6.70603368496276,6.82268731080215,12.2889720903784,10.02591,19.625206,5.13567637550188,15.716064,19.538259070977
14,4.14665658304149,5.65192872149489,5.91783377098979,10.4962602555605,8.478695,18.721449,4.43638815756162,13.680832,18.695640433052
16,3.56728949674298,4.96043086732507,5.18826433726783,8.91010694818337,7.357096,17.162508,3.98094454490528,11.399057,17.6877736316462
18,3.15430682958668,4.5215744811333,4.56944833883708,7.49036692094747,6.495267,15.791127,3.67117076469742,9.516014,16.5639152847326
20,2.72053187978451,4.23684148441362,4.18567279493723,6.42308550815521,5.975555,13.97188,3.45529372340151,7.925205,15.5472642709272
22,2.26423593359968,4.03772705950926,3.81765413182724,5.5497720267684,5.586044,12.424296,3.24400478607629,6.797101,14.2700975696196
24,1.63817275650947,3.90633282714259,3.54204094604696,4.84263244165979,5.174283,10.898535,2.99526951052918,5.92942,13.1527791960296
26,0.928854110090751,3.80695474045172,3.30615158308616,4.24023514786552,4.877104,9.431327,2.73212371135788,5.153705,12.0687553954333
28,0.451292452302294,3.73613029496674,3.09108506952596,3.79818991130438,4.601795,8.324958,2.42903958658195,4.575965,11.0022456880417
30,0.207736285635556,3.68457853586394,2.91519044452034,3.42085101563832,4.376215,7.33743,2.12565999481444,4.224863,10.1924108992398
32,0.0943064497594761,3.63436543786139,2.70231688147998,3.10885980666132,4.12523,6.676031,1.77224952887158,3.965434,9.21788275300531
34,0.044156267113428,3.60782404356802,2.54531895397794,2.7818383279505,3.923113,6.090718,1.45492201387816,3.66092,8.38664059075793
36,0.0219687178726076,3.57587318750166,2.35628578673073,2.46774222451568,3.722181,5.652913,1.18551650830983,3.4631,7.64231514546907
38,0.0111331236855628,3.55206004446372,2.17509787770996,2.18101049762537,3.52941,5.286378,0.901284526699369,3.285169,7.05575432770314
40,0.00557495870000349,3.53542942379601,2.03251886549115,1.88116439111202,3.335796,5.029698,0.666555428590678,3.112596,6.53375884254086
42,0.00291439571100537,3.50854893822625,1.89625185654022,1.56749428132554,3.120047,4.783943,0.422891074999727,2.950971,6.04321912804989
44,0.00149142242617407,3.4970913804158,1.76498967074221,1.32210479282945,2.945178,4.551405,0.25450694104903,2.804944,5.61667682385758
46,0.000763322681319956,3.47963074887228,1.64983254065908,1.06678345355547,2.779843,4.345125,0.13436557389744,2.703941,5.33210714868505
48,0.000401928115422405,3.46426731421013,1.55445415281694,0.819748181426502,2.622254,4.229754,0.0685802853985613,2.563489,4.94071952349185
50,0.000210612501059707,3.45046782088134,1.48192597721257,0.646714143672187,2.458624,4.056189,0.0338623944431826,2.435442,4.74666043080546
52,0.000111335618984606,3.44007431304009,1.41310926068841,0.502438471999507,2.313489,3.951609,0.0178359608440673,2.333288,4.51997754157097
54,5.76697595230602e-05,3.4304439312418,1.35924884644285,0.399206665165372,2.187603,3.824785,0.00872329516961887,2.174441,4.26220231644283
56,3.03528323138291e-05,3.41966581813583,1.31981799800766,0.326633929206369,2.054245,3.722431,0.00464625332254673,2.051955,4.04643176191008
58,1.59821167992291e-05,3.41281896472017,1.27993954716723,0.261037108919124,1.960623,3.6116,0.00249296378332643,1.762408,3.89784980872031
60,8.3908485475052e-06,3.40359240797851,1.24257635645292,0.21502055884814,1.875098,3.502073,0.0014903557561268,1.486972,3.73922627330081
62,4.19113207401622e-06,3.39373234747059,1.21111341296893,0.18033050188707,1.813631,3.398311,0.000845245357044,1.159864,3.50476663204901
64,2.18541047691071e-06,3.38536138100781,1.18371334063259,0.154010434603546,1.742464,3.335175,0.000468077315326158,0.838661,3.35686470733344
66,1.12182174287767e-06,3.3824943722578,1.16290079448514,0.135114814868651,1.694597,3.238507,0.000246311547127516,0.633781,3.17951324903213
68,5.89417077752804e-07,3.37368964164124,1.13993193125916,0.115856732219706,1.652698,3.149879,0.000138633984899468,0.420988,3.0158245737788
70,3.04920608954854e-07,3.36972156963547,1.12249372129183,0.102295821646641,1.620498,3.042782,7.86644816876366e-05,0.279886,2.86901124683972
72,1.60868950072057e-07,3.36362625259877,1.10827662576379,0.0898537442011794,1.598439,2.929068,4.35614696916886e-05,0.187351,2.63265232146618
74,8.3402860839854e-08,3.35563720679421,1.09388852489639,0.0780530138674703,1.577063,2.849308,2.48624700278199e-05,0.128177,2.45747974551739
76,4.23760727101078e-08,3.34935079350018,1.07946428511389,0.0683688890222394,1.559731,2.7674,1.41067623102842e-05,0.091917,2.21060112791721
78,2.20442977797812e-08,3.34626573138571,1.0648819083611,0.0597559934480492,1.54395,2.653619,7.6845157452136e-06,0.063734,1.96141749340778
80,1.15796594535311e-08,3.34197623343493,1.05398606213197,0.0522645115748172,1.532848,2.566428,4.56328513388134e-06,0.045846,1.73922522598376
82,6.07320539044072e-09,3.33924534558623,1.04528722083957,0.0452455488386012,1.524292,2.466901,2.57048283357856e-06,0.033189,1.51445569223787
84,3.38720509418522e-09,3.3339161310054,1.03598574386123,0.0396753691344435,1.516974,2.361,1.3936970087632e-06,0.024297,1.34442178845589
86,2.09854288020968e-09,3.32881982076652,1.02860211798871,0.0348792108917008,1.510295,2.219067,7.85674611414322e-07,0.017364,1.10455501638756
88,1.5174175693744e-09,3.32417086860427,1.02179202360172,0.0299539113503396,1.505439,2.078702,4.36208860025526e-07,0.012982,0.943517940187494
90,1.22339877487813e-09,3.32090536653189,1.01516732981919,0.0267871108562826,1.501365,1.944531,2.32751537806071e-07,0.009599,0.78964694165661
92,1.00826573756763e-09,3.31786039548683,1.00783718282441,0.0236171058173625,1.497693,1.763061,1.29523403735732e-07,0.007317,0.653478003538525
94,8.40146234063847e-10,3.3150636462637,1.00190329424475,0.0204295598308589,1.494648,1.602332,7.29578471118468e-08,0.005321,0.515765201554121
96,7.16437191054335e-10,3.31120910605817,0.996185390238283,0.0174303108041097,1.491688,1.439775,4.28852214776991e-08,0.003896,0.431988434515676
98,6.15466107708092e-10,3.30890504545133,0.989062876231722,0.0145967074185962,1.489187,1.254374,2.6262032844689e-08,0.002881,0.365329198280418
100,5.12065441900707e-10,3.30467815177148,0.985012127435198,0.0126771754572205,1.486934,1.062908,1.59569205848698e-08,0.002113,0.302362501949658
