# FEs,AEDMTO,MFEA,MFEA-II,MFDE,MTGA,AEMTO,MKTDE,OTMTO,BLKT-DE
0,724344830.795506,543978625.75628,564641248.113347,572238841.000669,724344830.795506,724344830.795506,735463163.180158,724344830.795506,526080905.597337
2,115780536.79954,42363673.0619055,126928629.291782,84670973.8894514,128574400,202875589.535598,61459826.5488916,240573377.012424,183264608.10292
4,46955215.7396555,25542028.6286814,91589139.4308247,64420309.8131957,66020300,133334198.085411,34928845.4438562,185029491.593089,137328881.263307
6,25528380.73746,20097920.6517837,58472444.060477,56337237.3113421,36531210,106865332.397091,25810590.5852888,159324327.129945,120350800.347393
8,15166276.9411328,17481537.6248656,38348290.4519832,48408094.5698055,23642390,90454570.999787,21836999.4772096,148395341.126207,111068606.471944
10,10311369.8080368,16040611.2656846,25698511.3759257,43575803.3732644,18800100,83848439.559285,20327017.9606592,133795088.941331,97141975.7732374
12,7386149.71299341,14692525.4697422,19359907.6109945,37945662.7895733,14013670,73853013.900873,19057501.8857217,126493233.627407,82700927.3298039
14,5578915.09258058,13679862.467595,14130325.2821344,35186951.6913943,11746100,68057673.072285,18287935.7715409,119826793.662787,75492935.727725
16,4322426.05003573,12913987.0613519,11391106.9242946,33224227.3018196,9897745,62426981.956598,17225610.931807,114186479.842203,63327394.0486294
18,3557777.97524025,12226837.9235586,10126908.4549442,30558975.8271543,8759323,59430979.676944,16361353.1519573,113054940.602978,53602087.0044226
20,3066145.73926695,11705027.0751883,8842876.29547651,29815239.7759865,7983386,57933216.503891,15558437.1671292,100135449.049627,47677632.9138804
22,2712836.04723283,11164851.5871603,7917273.88068007,27479478.4343632,7374149,55548190.003801,14653356.3156567,95636403.525591,39151363.6639019
24,2454789.4688909,10711360.0990147,7267426.66121355,26123500.7456534,6774225,53956898.269618,14253877.5917961,94049771.84264,32928003.0697802
26,2187904.27924915,10273365.9971023,6773839.42553546,24697055.2109868,6310615,51199674.290685,13681237.6170718,88104762.367748,29150399.0004013
28,2044719.73838403,9931622.07773646,6324014.53368968,23853970.7564331,5900385,48036232.170475,13259652.6785752,84509892.740577,23803390.094556
30,1863182.48688438,9589351.41869476,6003380.36174898,22093303.9964167,5465812,46073754.125796,12924810.1437323,81668134.944004,21128136.5167853
32,1698892.46688718,9318115.12915309,5703148.33675495,21458431.192068,5197723,44620644.242624,12714482.4837873,78672832.487761,18901716.3184621
34,1605357.18233725,9056452.79955973,5380816.08048945,21023323.0789156,4931166,42929761.258937,12137749.8048531,78356550.610998,16183265.5631993
36,1529098.62958064,8763112.14035987,5123539.76660837,19997259.3258903,4674575,42112944.327715,12039832.9920048,76235799.469081,12918267.1741122
38,1455869.72057986,8465186.87979026,4879428.47187182,18775642.489742,4426942,39467878.176547,11814829.3193562,74787024.262825,11105959.8457452
40,1376770.20214804,8239757.19170729,4698640.08231514,17944235.0960573,4264394,38374022.699404,11714973.2252568,72511932.494535,10224664.1066054
42,1286919.90542387,7997563.4649328,4549605.56645724,17245102.4347522,4075850,37044298.363118,11276323.7899194,71388373.417123,9198076.88453165
44,1210759.83059701,7776309.8618519,4397610.83110136,17240257.8300945,3952918,34910760.873689,11152191.3124253,71140849.387673,8459058.93694536
46,1160896.63482895,7572997.90383306,4271447.14173269,15728049.0143001,3824346,34730516.94457,11146189.2185935,70670028.956173,7796679.04377101
48,1122142.23325436,7372617.46609065,4141606.45938568,14170998.1492112,3668703,33234321.136802,11104182.2380099,70654730.414965,7124050.69574411
50,1069364.80538499,7225657.64150088,4030796.88505686,14088441.7486646,3548836,32164886.934288,10877942.2908466,69914409.223333,6983350.6099917
52,1038111.15946511,7067567.99625189,3928556.71465136,13646135.3028418,3446472,30967379.285378,10667093.2960711,68566108.783259,6552760.00129557
54,1000380.62555294,6897331.62484432,3821786.67233526,13176332.9562686,3306989,30806137.696531,10600738.166578,68316277.534464,6345483.69659586
56,960688.59044635,6759098.6259466,3736358.15591242,12789498.6615386,3237852,30082602.425464,10509186.6932349,66842949.427561,5829175.49125764
58,933920.49616634,6601873.93912,3662604.16470627,12039393.7034677,3163171,29497579.00849,10402732.1639608,63662266.80404,5607629.17216392
60,892637.833888446,6447193.30803324,3590133.09458909,11299558.9831816,3085433,29497579.00849,10177814.6795128,62211873.971701,5434005.7825532
62,865430.381390317,6295538.29054421,3512328.61221771,10952664.7539025,3008626,29127185.982566,10127452.7371671,61560204.776375,5196865.77538796
64,834059.503582788,6190522.07817788,3438836.12747704,10811219.7071501,2937706,27993788.072885,9872288.41059216,60501465.822787,5032006.76378128
66,808580.868108576,6076683.18285651,3370368.30013881,10472930.7835337,2875625,27011471.479273,9703756.98549589,58647478.979915,4910259.68336173
68,785655.134768684,5963429.82797037,3305176.20187752,10173536.3281617,2814234,26465479.78048,9491512.88240388,57567896.468935,4685640.66950367
70,756590.43332785,5858823.6493779,3247053.07446663,9787248.84692956,2735831,26314259.480038,9307942.01340598,56854790.465566,4597963.2060383
72,731581.330591938,5766532.95649557,3195986.40737332,9471283.8385102,2688932,25081270.354028,9234050.4213017,56333135.798457,4473873.02932337
74,703120.550236669,5671268.94339219,3135805.22866028,8865336.88470279,2622399,24855590.594726,9234050.4213017,55737174.621877,4332357.44884303
76,677907.575664421,5585530.42937289,3086272.67575437,8492529.20292582,2569619,24613696.980791,9090506.28175576,54026386.670858,4200554.02265031
78,655726.881272247,5495275.23350934,3035657.10304918,8339422.23740223,2506024,24148490.68228,8996608.49487223,54026386.670858,4101001.17751027
80,630762.073419879,5394709.70373785,2995302.50252006,8194682.71754447,2459852,23705292.678049,8996608.49487223,53940882.959764,3953495.316556
82,613426.054151393,5312686.99435458,2947890.47185902,8099431.90612184,2419788,23705292.678049,8913599.44443533,53319191.789317,3908034.70877189
84,595036.882357,5230432.18792118,2900921.72094243,7897741.59274438,2379784,23705292.678049,8872127.2085399,52265385.344769,3825317.74358859
86,577678.340663069,5156470.36154636,2863004.31109235,7452876.77098581,2339926,22631229.592296,8872127.2085399,52265385.344769,3689236.51729823
88,565004.179367811,5072137.68119818,2825323.68113443,7306215.06711255,2298568,22599301.166923,8872127.2085399,51879212.694449,3645071.13803134
90,551499.429667041,5009436.18221859,2790465.89489621,7264797.33818325,2259256,22204256.255889,8779473.86337039,51478838.303521,3588273.77438788
92,538783.641851146,4941474.48359128,2754892.42219249,6964940.58780452,2230703,21443172.280096,8690553.60432306,51478838.303521,3535889.17719082
94,530874.096401526,4882661.55049259,2720551.06376107,6496307.71950472,2193365,20783437.97187,8499878.17991566,51436461.568796,3500313.55690945
96,516119.559187988,4820799.61235613,2688569.6432439,6247165.87797736,2164229,20561811.174494,8418143.44290287,51375482.507491,3443625.94928157
98,508203.890418926,4750350.28953357,2653257.1988848,6020572.77951289,2126394,20340788.862968,8271341.55729093,51085118.281155,3375760.00861146
100,497375.177791226,4691048.90207065,2627655.25185035,5752260.50810643,2086625,20321556.688062,8271341.55729093,51030818.248192,3308767.71606108
