# FEs,AEDMTO,MFEA,MFEA-II,MFDE,MTGA,AEMTO,MKTDE,OTMTO,BLKT-DE
0,31.9217450649868,30.5761390943531,30.3215388850474,29.6636287847084,31.9217450649868,31.9217450649868,31.9828190499316,31.9217450649868,30.5946577732804
2,11.3529179899844,7.3113419773672,3.95461731185958,10.747800369099,17.0917,22.466314,7.31595734277237,15.926456,17.9013420715305
4,3.98941368421593,4.37148647466093,2.20115908653768,7.29941704148786,8.486237,18.436029,3.65071423583712,8.124735,14.3131124700226
6,2.21324521466631,2.81250760740825,1.50640462865442,4.70963988222769,4.695166,14.479382,2.29411068847417,5.046083,12.3533439509775
8,1.54365304608782,2.0024485397755,1.23656373481541,3.17953307208826,2.834491,12.053476,1.72876405273432,3.50336,10.0727258172754
10,1.29905836754546,1.58728727113055,1.12964823782627,2.40529738484009,1.912463,9.898794,1.47498699250823,2.493829,8.29930837245325
12,1.18379061711651,1.34541858933182,1.06792877920738,1.87904066991471,1.492196,7.787332,1.32448749341164,1.903287,6.85497175141322
14,1.11037158182903,1.21758633954343,1.03449399263626,1.57860877765014,1.277491,6.097652,1.21797363981224,1.554746,5.76410142597997
16,1.06603334704032,1.13426686908143,0.975477557287597,1.35754935632598,1.172878,5.026889,1.15036393858796,1.313421,4.92551756522001
18,1.01985814525915,1.08556273208969,0.871449615525128,1.22572342319819,1.105227,3.836339,1.10409778948957,1.190337,4.03669377310622
20,0.93724383996307,1.04825666345929,0.768248703380506,1.14570508346472,1.064565,3.015976,1.07005211844332,1.110512,3.43156427383787
22,0.79605584632138,1.01087901033547,0.636290610445422,1.09729961117532,1.030926,2.557511,1.04671464909782,1.06129,2.90419294073307
24,0.655200242718461,0.968075908086921,0.536429218898662,1.06021210900338,0.9856075,2.192692,1.01349636787205,1.029407,2.52140577756814
26,0.491421352403705,0.911131510091754,0.453714336108054,1.02950480616346,0.9255678,1.948632,0.977269527525109,0.971981,2.19313073094291
28,0.370474710436912,0.846711770526673,0.375101096308811,0.974970183549422,0.8386643,1.74742,0.927782260915928,0.900601,1.90896480329538
30,0.276123966398845,0.790234615849835,0.321258238462821,0.88764208154907,0.7420836,1.620178,0.864885097772939,0.79406,1.72117359362826
32,0.208588235597509,0.737537557796484,0.274244192961784,0.768303746153645,0.6455375,1.526962,0.807247166226545,0.706152,1.52723819593142
34,0.151587253191158,0.685239895262207,0.238499143891539,0.648149342658605,0.5460308,1.455645,0.735812844492136,0.599557,1.39487773112471
36,0.114780417140974,0.635889102943848,0.208044052902989,0.519252651502948,0.4574194,1.387527,0.656274278166097,0.514055,1.31919772592188
38,0.0863836582426255,0.589342280921768,0.183681956745406,0.403555493887721,0.3873213,1.341383,0.579222704741399,0.402574,1.24827559611271
40,0.0657414642319503,0.561808999173877,0.161102659314478,0.324573768134982,0.3298159,1.296622,0.502907352541989,0.331645,1.20159698302763
42,0.0502702983208513,0.533970996902587,0.144845495488354,0.248345857599126,0.2820017,1.254226,0.427717125955537,0.262764,1.16001725976684
44,0.0381924319651431,0.507391466000022,0.131814794668999,0.185893025811223,0.2359243,1.216855,0.359716902018532,0.212707,1.11465882012919
46,0.0291280576100599,0.478353553573396,0.120203949379627,0.139984696744144,0.200823,1.18359,0.309472595277238,0.169038,1.07982671498
48,0.0226065738450223,0.455276059766984,0.110822422189905,0.108069961415551,0.1716369,1.15797,0.271352655171466,0.129446,1.0530891889287
50,0.0175410288374435,0.435238072596923,0.101793166303612,0.0816526881568739,0.1476866,1.132253,0.231820820360371,0.103582,1.03223619893023
52,0.0139234440210309,0.420210799331192,0.0935229119787059,0.0641693601269406,0.1279707,1.111772,0.19356318825368,0.081106,1.00143463109731
54,0.0109285435718486,0.406717205987344,0.0868431193364364,0.0475496276471548,0.1092464,1.091742,0.165936627009711,0.063442,0.977667519849868
56,0.00881709577605512,0.39370064704965,0.0799951391655021,0.0375671942102019,0.09482926,1.077547,0.13928843701096,0.051414,0.943287377067548
58,0.00720239395415588,0.377687456465325,0.075254738674912,0.0288461954003804,0.08205009,1.059985,0.115681377461388,0.039286,0.90494132579628
60,0.00593958703694439,0.361016213664183,0.0701421285653277,0.0228341827093951,0.07292301,1.05068,0.100051911262584,0.030775,0.865983173963709
62,0.00503106199863352,0.346109640244823,0.0656490941451899,0.017677229769875,0.06322808,1.039517,0.0914865144896039,0.024365,0.807991841955832
64,0.00426946038904594,0.331029557951497,0.0610412399059907,0.0137138830177929,0.05549553,1.023973,0.0813744533483181,0.01997,0.762704511142164
66,0.00369675759386243,0.319454818891378,0.0578111765051114,0.0107460417400928,0.04958618,1.00052,0.0688808936286111,0.015749,0.722574754367356
68,0.00331029321785079,0.309625826269477,0.0543556865026286,0.00873013716983921,0.04425948,0.975078,0.0598247092406636,0.012477,0.669516681273369
70,0.00297689016807725,0.301804404983937,0.0515841433110243,0.00730949351552891,0.03949822,0.936101,0.0523158143639028,0.010159,0.626792696602578
72,0.00274203195797195,0.290992783439524,0.0489754082670992,0.00616792779077466,0.03532359,0.903058,0.0464034604883647,0.00847,0.556280281749379
74,0.00256104662798956,0.279502306988576,0.0463192649096422,0.00516579103537105,0.03175989,0.863728,0.0408610504826314,0.006784,0.514533380304138
76,0.00241281727017599,0.268578809023881,0.0442324105138875,0.00450954707671033,0.02884978,0.82223,0.0360172948901729,0.005775,0.458948734399944
78,0.00230240649217219,0.261913989453028,0.0418149135339785,0.00399402349570848,0.02612274,0.76966,0.031931465219018,0.00479,0.407197094424836
80,0.00220153239443779,0.255515511807976,0.0398605337063709,0.00364178830287057,0.02400942,0.730422,0.0291519946541387,0.003986,0.359459543329518
82,0.0021246770715526,0.249271247424831,0.0376692259066695,0.00336548472164706,0.02199959,0.688269,0.025441756799864,0.003423,0.32508102557635
84,0.00205780311753488,0.241003895675795,0.0354652963215672,0.00313519104358301,0.02051828,0.620261,0.0225122445296798,0.003009,0.280520087856205
86,0.00200986050374737,0.236901412753301,0.0340829229851019,0.00295544291720866,0.01900917,0.556981,0.0199914285185828,0.00263,0.256258281628433
88,0.00196700179195587,0.231013397672224,0.0328157895168648,0.00280979580528727,0.01775279,0.50244,0.016794061947294,0.002352,0.217582089574554
90,0.00193552217239925,0.225303100878503,0.0317627404339949,0.00270792855656948,0.01663978,0.454543,0.0148099997386612,0.002139,0.189417383378502
92,0.00190947872595305,0.219347493538758,0.030661979754024,0.00263458747652788,0.01563068,0.4232,0.0133215662810079,0.001937,0.163857536219661
94,0.00188935836766976,0.216003237640198,0.0292018046843694,0.00257318245731963,0.01484483,0.377944,0.0116377824074167,0.001774,0.136149946255107
96,0.00187249829155208,0.214088387066651,0.0281823266178844,0.00253414027936834,0.01401171,0.348855,0.0100252375922918,0.00164,0.117113521836599
98,0.00186085584026272,0.209378932717084,0.0271426905589138,0.0025010993553562,0.01330576,0.303067,0.00900579411849118,0.001539,0.1015207138689
100,0.00185207782582467,0.205775036340853,0.0261708084187959,0.00247532177392209,0.01262067,0.279485,0.00783680297499915,0.001445,0.0921386225425752
