# FEs,AEDMTO,MFEA,MFEA-II,MFDE,MTGA,AEMTO,MKTDE,OTMTO,BLKT-DE
30,24005.0879615221,69078.8432480853,57639.5005862374,69388.7494024195,22362.53,137498.039668,142565.368482047,193026.495901,118037.558791673
32,22562.1509876973,67955.8118407693,54357.4570502514,67639.1446369322,22048.94,126680.670917,137353.112156118,189630.585399,105436.978931601
34,21208.9356065673,66928.1003533737,50610.4657708098,63436.5845253708,21725.55,122201.039579,132342.026686433,161586.274773,100641.649091899
36,20451.6557827328,66248.3526131751,49714.4661141792,62632.9128073956,21429.75,119963.092911,131810.645053116,152279.597411,99060.2034711182
38,19476.0452205271,64184.3646211878,46453.9961775153,59508.6800738478,21128.37,111047.369863,129806.119829031,143455.961278,92124.3279370268
40,18845.8949709588,63268.5309801424,45873.9088050974,56558.3298631088,20760.96,106973.047709,124371.686099942,135853.969765,84375.1642210093
42,18423.0888050963,62166.2586119257,44443.5967053876,55052.4251485851,20574.46,103525.87974,121180.751763497,129011.244778,75762.7709788535
44,17460.5030794415,60404.422787567,43690.7993636574,52526.3110393712,20223.14,92520.786322,117239.23999304,124763.052733,74689.1491011472
46,17095.4857894303,59777.234484742,43006.3562450424,51722.2684796325,20056.59,90295.398746,110335.282563009,115083.204072,67691.1190328406
48,16661.4562352224,58730.1833112047,41807.674583598,50131.9591449209,19591.67,84650.358738,105505.453015129,110909.063816,60995.9651080713
50,16367.2680227402,58457.1718849111,41113.9801219332,49651.4013721704,19337.93,84650.358738,104370.21931345,104391.47891,60231.7393085789
52,15479.470778474,57655.2897114637,40590.4097930368,47397.6311287008,19096.2,83736.590473,99616.4977249137,100273.934478,59418.7731394649
54,15029.3025813978,57269.266044533,40273.4018835959,46239.6564613759,18913.64,81465.652918,99488.625515737,100110.240755,57041.4211894976
56,14627.5520404423,56688.5534688657,39956.4528220247,45113.2854779315,18762,78524.142166,96573.4125422479,98989.414792,55874.5110438012
58,14304.8990176979,56079.8230808255,39714.1916534619,41727.1877833828,18586.26,72631.596722,95074.3256940261,98235.101506,55022.7755914916
60,13909.8599161923,55667.581909098,39714.1916534619,41696.0086998941,18450.01,72186.869837,92126.6760153172,95790.609996,52765.8894334457
62,13620.0261084992,55255.9821936986,39359.2388008713,39383.6986651378,18281.77,72186.869837,85926.7791853113,93914.426663,51464.6889405745
64,13195.2410091281,54499.5335068475,38228.8311178152,38247.1659597869,18128.94,68372.826668,83729.3276788694,93174.395026,50807.843148807
66,12858.1666359304,54397.5837088964,37446.3628807084,38247.1659597869,17987.63,68075.704651,81262.5042409511,92128.85441,50555.2405007072
68,12518.1820918082,53640.1196687595,37038.9633263043,37516.7280853401,17830.07,65741.378176,78204.5291107594,91548.820296,50124.0084125901
70,12282.9322859851,53385.4239136066,36744.3880776844,36978.1687687233,17563.59,64500.623028,77936.5498067236,91320.291897,48083.676277651
72,12166.6365479668,52804.1895259415,36289.7933035212,36956.8209087932,17341.1,64500.623028,77936.5498067236,88655.798129,47432.4128737622
74,11585.8556509043,52236.5517147678,35937.6081900303,36651.7263691291,17201.27,63267.900719,76402.818387905,87340.867541,46960.8101544732
76,11272.3354216898,51831.3544619698,35815.8021564734,35705.8620707204,17033.12,61401.773042,76402.818387905,85944.769006,46425.2615174463
78,11135.8223093176,51385.538927227,34761.8092746364,35704.4754462197,16918.44,61138.164607,75571.682064493,85383.289215,45178.4588915658
80,10872.8874255148,50643.1556182505,34232.2129543683,35260.6810191537,16630.28,61138.164607,73648.8827808886,85029.879124,44833.9468823104
82,10662.8813982258,50383.431615296,34197.6955831762,35066.2112732298,16394.22,61138.164607,73327.9893792973,84213.706749,44156.6687938806
84,10473.5113951609,49846.9567709213,33183.9671258743,34462.4544527612,16196.9,59679.176786,72743.114729962,80559.999595,43347.7651221198
86,10188.4741376162,49665.217055909,33008.695862896,33826.6840355424,16061.81,58746.425161,71618.4343819416,78858.084384,42902.469910235
88,10001.9095578487,49362.4150702534,32752.8625859953,33337.7941992951,15877.79,58534.6279,70181.3515352386,78858.084384,41472.239532966
90,9924.30445965047,49026.6273341324,32534.5129731246,33035.1560048071,15665.25,57979.082884,70181.3515352386,78858.084384,39851.6021672696
92,9614.56356617364,48909.8293563599,31828.265378465,32155.8484468639,15577.51,57570.916754,70181.3515352386,77554.913437,39492.0900720705
94,9144.87191875819,48699.5276834471,31719.2472383598,31864.5381189419,15375.3,57477.866082,68030.7087750163,77554.913437,39012.6559546657
96,8898.60436244469,48318.6358773444,31287.1224759207,31669.7237417934,15234.16,57065.180348,68030.7087750163,77554.913437,38405.5919612602
98,8693.16004171155,48056.047613877,31103.1296424586,31053.4052054287,15117.16,56501.732686,66509.15465655,77554.913437,37999.9349336501
100,8515.56992714786,47993.3480184358,30710.8458471096,30398.1210299207,15069.09,55663.362754,66493.468107925,77554.913437,37708.3835105395
