# FEs,AEDMTO,MFEA,MFEA-II,MFDE,MTGA,AEMTO,MKTDE,OTMTO,BLKT-DE
0,654814110.457105,375009710.294319,449122670.214908,424857437.287091,654814110.457105,654814110.457105,509678987.395283,654814110.457105,408406700.884381
2,62507870.058947,25054024.2696839,57088807.103178,44855377.1970729,63401630,106001937.42084,77490321.6803278,118650717.042538,94434664.8262143
4,26729716.4570066,15746360.5567246,42382341.9362839,36088717.283172,28217790,65027505.41949,65215624.671752,93797653.473214,73442598.0005668
6,13295673.9457819,11495713.4451734,33014379.2085648,27652559.8111967,18819000,50372693.063788,53116863.6650937,73568495.895749,60735217.444049
8,7444813.04760366,9675194.26382622,25300472.4489383,21903105.3979629,12775290,45310553.204925,47725320.2111888,65320156.915967,53391303.7426113
10,4930544.26449577,8487407.32238198,18455754.6335476,19147704.2977058,8616021,40186996.526251,44289022.3718989,57133078.435527,49580997.8567239
12,3671187.22111148,7713388.07591442,14118625.723299,16875349.2232269,6739549,35122084.510159,41643665.9831153,52485053.164933,41351445.1640197
14,2724127.94633402,7180809.84121676,9934185.97289949,14802783.1050202,5459966,31065585.191996,40073454.1349548,48212103.436234,38424246.9840942
16,2147091.35274411,6615557.59606866,7880113.34418149,12805993.7575765,4516134,27560905.787515,39080496.7716282,46829383.600279,34817763.6752606
18,1804522.16227527,6151748.12066357,6376936.55110142,12324499.8279631,3959731,27414144.712607,38400882.855757,45647990.641412,30769232.3020161
20,1568671.5951188,5852654.49845472,5536557.01920714,12070638.8985138,3563767,24701808.475404,37316383.9694164,41926735.59137,28708272.2660346
22,1341566.745012,5509132.40131203,4994458.91516863,11150252.5828868,3240695,23336017.48442,37009979.4594977,41228972.540721,24895289.479165
24,1213894.21835035,5220587.71035806,4554066.78783335,10648586.275805,2866146,22413429.089431,35962362.1592339,39416005.071883,24098839.3610611
26,1105000.877582,5016799.23198273,4178390.69744032,10129562.349131,2655864,20006223.501377,34797341.2373381,37165910.058389,20096865.1755605
28,983452.333958737,4811160.59471254,3900368.6330752,8859972.6569142,2518153,18637715.463304,34486593.8416759,36641698.555028,18127284.6187513
30,887054.525461543,4640787.84412153,3612850.5325404,8188422.27291569,2346383,17885457.348612,34473435.5253342,35035996.772913,17476571.0172273
32,804403.886817436,4463657.2098681,3414537.53160529,8061004.20072402,2209165,17522050.76521,32812254.6377429,35035996.772913,16058662.1776694
34,729723.006451496,4326371.49915968,3252448.12325222,7555751.65033717,2095513,17165439.689181,32275138.2363556,34260722.913168,14331491.718494
36,684532.723166464,4195859.37622944,3107163.87558335,7187860.68225913,2002987,16091224.507891,31743108.4358309,33606977.14244,13126160.7284879
38,628737.577582036,4073295.8344619,2963126.44428374,6890201.94581713,1934617,14964452.709134,30937698.406012,32465146.33656,12062769.4461144
40,586786.769581626,3959249.93842918,2852364.17989604,6768644.06728037,1878203,14090508.640905,30793850.6877849,32388101.627231,11173894.4935416
42,557033.956101504,3840824.2716099,2750932.43626799,6471371.35700502,1800329,13924210.694563,30510237.2197811,31996507.923443,10454256.7333233
44,514083.010231563,3759089.71083445,2671709.67386934,6205407.05496587,1741641,13676384.585609,29563257.0350237,31043463.132681,9358484.12526367
46,487232.003659338,3658507.0343521,2583549.94976099,5703297.99309845,1694871,13369578.991621,28826815.2958835,30990048.536232,8619770.42392397
48,456745.163590186,3581238.28540579,2496996.83517072,5590166.64144066,1642898,13366560.523644,28503759.645746,30617020.111624,7881884.42355034
50,432700.578310896,3493207.07875443,2436833.86464725,5089726.7949408,1582153,13068957.421793,27591116.6724976,30539532.345248,7087967.93468099
52,410549.935297994,3405320.82009708,2381112.99983791,4807431.19823207,1543815,12845347.789607,27159728.7269316,28006450.916351,6280488.13045937
54,393089.300565096,3324820.4087371,2324238.16996379,4520428.34305397,1508132,12478354.128022,26921332.9604229,28006450.916351,5616944.88986306
