# FEs,AEDMTO,MFEA,MFEA-II,MFDE,MTGA,AEMTO,MKTDE,OTMTO,BLKT-DE
0,17689.3395192423,17377.5221787249,17409.7636713142,17538.9605157968,17689.3395192423,17689.3395192423,17822.7854240436,17689.3395192423,17683.8008027616
2,15713.8461806148,11612.1849985284,10951.8980722596,16237.1287473397,16056.36,16406.767803,15361.7529572499,15530.916088,15445.0997851074
4,14397.3631990708,9824.00910682756,8733.81162545331,16056.3221569996,15453.97,16010.954204,14859.6229955416,14820.350774,14925.4587438899
6,13139.3796224524,8307.93233241633,6716.30194038958,15821.7163921042,14776.82,15721.388756,14627.0748965123,14304.671508,14432.8621338934
8,12042.3295786078,7126.46521152436,5207.02973620924,15309.4123895211,13817.19,15558.60964,14386.8695140575,14087.826956,13942.9381973816
10,10959.2255787538,6239.48399285464,4061.5933063219,14984.7959594959,13139.35,15431.519963,14241.6350103198,13768.3074,13384.4674333516
12,10086.0188992269,5472.55977909473,3344.12980296999,14534.37506929,12294.28,15304.028832,14091.2349591553,13618.381311,12759.766747568
14,9147.10410055709,4873.2834843803,2875.95488627516,14229.2093517493,11589.93,15233.93937,13994.3870242465,13418.003511,12230.1561944645
16,8472.18806138575,4371.48422590144,2548.75701304017,13514.0296576557,10962.11,15160.771931,13798.7655131967,13302.013419,11592.3154075137
18,7898.78148651698,3961.74613209339,2318.53060090037,12744.6960637978,10461.01,15160.771931,13612.6422459665,13164.102679,11209.1182266232
20,7381.17945169463,3681.69065596237,2166.95957054709,12185.9033542935,10049.41,15157.119666,13366.2087839267,12969.941556,10776.6965499112
22,6863.82946381449,3414.28226714932,2054.48519192555,11543.1588511307,9566.13,15129.490684,13252.2740126386,12732.197688,10336.4611123984
24,6457.51772690019,3239.34316038767,1988.95285077256,11036.1578837194,9211.927,15129.490684,12933.2200149865,12637.465459,9958.5737813972
26,6085.66384118983,3093.50306102063,1947.28016885633,10479.4420563193,8857.577,15119.875155,12783.1467984003,12520.141898,9453.64322080141
28,5737.33611307094,2967.79067341334,1916.85576878043,9929.3449294341,8582.543,15081.624719,12561.8507672866,12355.620266,9037.24147338152
30,5423.16866049311,2882.66738075182,1897.65219353106,9434.3922910429,8331.218,15058.589765,12311.8878313604,12288.223565,8654.94304600672
32,5129.94141758365,2794.69730036589,1888.78888103655,9010.35123757541,8108.716,15056.160476,11839.7193831816,12244.145308,8222.73142797343
34,4920.15149578597,2745.77589304743,1883.60809589024,8535.00637596768,7880.454,15021.470862,11521.2594660775,12155.279136,7794.76846894592
36,4731.89757555805,2675.26152674134,1876.33998525916,8011.49770746804,7685.657,14998.696242,10985.2599539009,12076.790644,7518.74363994911
38,4582.44825957894,2635.76194420076,1869.09933141649,7601.08862777084,7554.502,14987.434186,10434.7437290528,11988.667988,7185.74656986546
40,4408.88356520388,2612.57846658849,1860.32302539098,7201.33649028497,7386.942,14982.009446,10025.4424637157,11863.720818,6793.40399495516
42,4266.16392035356,2588.19062137765,1851.99938383854,6861.75237411914,7229.946,14982.009446,9432.05718813818,11806.094628,6488.25889182292
44,4127.49990551029,2564.87356321947,1848.11581185131,6557.19413987842,7071.567,14960.237475,8972.38557086052,11723.299477,6123.4873346749
46,4014.71456891099,2550.8508983111,1845.93371480683,6168.91607243771,6913.009,14921.366547,8347.18995802938,11676.555549,5790.45336606764
48,3919.75626134696,2536.31824111371,1841.42798084558,5905.17249756885,6768.596,14921.366547,7699.77378308139,11575.720624,5489.17160814136
50,3855.48927022873,2525.86829127428,1831.34388521971,5706.5594357665,6656.311,14915.232989,7242.70127738832,11528.665093,5224.57011818377
