# FEs,AEDMTO,MFEA,MFEA-II,MFDE,MTGA,AEMTO,MKTDE,OTMTO,BLKT-DE
0,528543558.238116,414009889.090553,365692919.858484,340034735.357146,528543558.238116,528543558.238116,486126507.394417,528543558.238116,391756712.186774
2,53013455.0001864,24507183.7008626,67982887.205697,44583804.4578654,60617290,99491096.555141,88731624.4604158,121842332.32989,87232554.3290276
4,26709037.8171229,16131313.6326541,48363672.123367,35031145.833516,32455670,67624423.039613,69189176.6464884,87227232.385601,71300240.6288024
6,17404143.024035,13179800.871943,30282279.500984,27616958.7468269,21092020,50581997.123472,62512871.9619453,74366990.396699,60993718.257764
8,10659448.8649694,11741158.4934898,23639507.9854716,24820010.6097495,15300520,42284260.420933,57416006.0701637,67334288.931333,50900100.1893306
10,7437684.08607742,10898339.9231995,19068811.9085441,21503258.808097,11798780,37380967.666465,47317732.2572627,61156776.448665,46138212.9892833
12,5721669.09339306,10171833.4598838,15832176.482367,20074980.996359,10343880,34430024.883663,42548958.8658399,54400164.27371,42392798.6772708
14,4501010.12561476,9587946.48878797,12484604.2345866,17132368.1200684,8413682,31109106.72505,41397608.2563833,49481714.371253,38532887.6090472
16,3605666.79211809,9159639.07513798,10408206.9014958,16132751.6354155,7178922,28915568.096957,39888043.5459523,47721190.397603,32668882.9750556
18,2958832.26918384,8785774.74647474,9208871.75337973,14555496.1954604,6152748,26627716.46188,38797152.0133797,44855409.76434,29085255.2122498
20,2543413.51598468,8389049.39231978,8491575.16068673,14336455.4831195,5683729,24365313.688379,38486422.1233105,42091874.603593,28080353.1841992
22,2198908.53826435,8049478.56266384,7680220.6652058,13399770.4096829,5265729,23640038.597109,37176697.6361129,41715755.412855,25690253.5530325
24,1958373.0908983,7799700.01040443,7178608.67694748,11673315.4755194,4797593,22854351.213782,35553570.1020909,38748623.873386,23306354.2044331
26,1822669.48951749,7545457.7771431,6641545.21394122,11126205.8505427,4544008,21334047.080336,35303222.1248429,36895502.630233,20800494.0687208
28,1670053.73759047,7335052.13445036,6014987.58647416,10797307.2438626,4053934,20887291.405314,35234020.0737525,35087817.590872,19547667.242624
30,1522324.85862661,7155897.75316798,5741387.22400501,9941870.18681077,3905366,20089946.947716,34400930.6932373,34607022.365074,17755083.7559608
32,1419008.0677878,6971955.54351692,5481876.36405937,9725919.54482517,3746062,19967375.335605,32731713.0351108,33880322.611253,16898539.1044874
34,1312437.90153519,6804415.06391603,5231507.09101205,9371833.04285108,3618481,18999566.331128,31447342.4281216,33684954.306573,15942255.2312762
36,1184076.67537838,6614182.65880794,4955671.78717882,8855650.39553517,3514507,18693775.286129,31212377.0837944,30958933.536748,13924023.2465982
38,1110455.81583759,6487290.23325626,4725749.49757421,7847751.98088196,3382196,18195242.120468,30628171.0502767,30604499.102703,12844530.8165709
40,1077631.06521405,6345295.66092152,4535050.71186721,7422805.56824385,3270578,17309146.460793,30326452.7511229,29891403.832744,12204684.5581192
42,1012158.21099149,6218730.69188778,4392278.67730322,6691951.3228249,3191834,16244406.151217,29926812.0099687,29891403.832744,11442391.7136949
44,978487.718209465,6114245.05664368,4253430.73089737,6611914.17998061,3079730,16059425.099177,29696741.716555,29517286.111599,10592998.5949723
46,932635.619623505,5990659.45443758,4139928.62992966,6369552.12663519,3001756,15862047.866219,29215781.0796347,29517286.111599,10096164.8351578
48,895551.299899785,5857149.72166172,3998452.65612622,6021222.41195006,2910406,15551023.291549,29184554.6131112,28376793.570112,9357918.0346543
50,853210.21619148,5766875.42717349,3907468.0425122,5626975.84008739,2834575,15442091.870891,29005591.2814338,27201496.906565,8726911.06868358
52,821691.27662475,5666258.52139814,3811462.18781088,5482201.91580213,2774746,15087628.435141,28676159.9166533,27201496.906565,8164350.21950795
54,795017.573532965,5586300.32663415,3736477.14297109,5318345.27662296,2718027,15001129.629943,28378619.7659581,26300877.624521,7751288.24104458
56,758215.823272504,5507433.71705082,3648115.94733521,5206858.06006346,2660597,14762508.020832,28378619.7659581,25857493.863325,7038843.29977464
58,731054.514892067,5427399.85334944,3565292.10861776,5028656.91265102,2611825,14604925.322825,28378619.7659581,25357560.110411,6763437.91085185
