# FEs,AEDMTO,MFEA,MFEA-II,MFDE,MTGA,AEMTO,MKTDE,OTMTO,BLKT-DE
0,521.448212451343,521.415371096301,521.449757964162,521.432819452861,521.448212451343,521.448212451343,521.469137372951,521.448212451343,521.442450350851
2,521.341908776081,521.301405828401,521.321154289402,521.309859224721,521.345,521.329386,521.325246172703,521.346262,521.318785020024
4,521.321234313307,521.256466703297,521.308348934427,521.29617092136,521.3225,521.30629,521.306411287994,521.319793,521.301625975627
6,521.308750619268,521.209356897365,521.287768292221,521.287331344537,521.305,521.295738,521.293265759123,521.305046,521.297491144721
8,521.298600504764,521.173306514787,521.273314995851,521.281524199351,521.2971,521.279735,521.286427831387,521.297695,521.28845556345
10,521.289041730789,521.152842705746,521.263329432087,521.280281363308,521.2816,521.272115,521.282295223893,521.291097,521.286238472594
12,521.27250377683,521.13084609715,521.262880497707,521.268905313764,521.273,521.27122,521.279881476701,521.281846,521.272708419665
14,521.259241914069,521.106960465243,521.260534086381,521.263853034584,521.2665,521.265608,521.27642282813,521.277767,521.269726667227
16,521.248798255767,521.084513903561,521.257229043948,521.26101624557,521.2661,521.26145,521.269941178044,521.275814,521.26726845693
18,521.24386572605,521.064202928085,521.253379158971,521.257142003413,521.2646,521.260997,521.269043146601,521.270697,521.261340568898
20,521.240269802948,521.045397401993,521.251069353617,521.253663880236,521.2606,521.260467,521.267355552079,521.265068,521.26068740521
22,521.236683918572,521.029538175482,521.250518312208,521.252230629774,521.2591,521.255913,521.266914231283,521.262071,521.26068740521
24,521.233055856939,521.011282106214,521.248661850225,521.249439993735,521.2551,521.251657,521.261561356791,521.26056,521.255086761983
26,521.227484162989,520.990614746903,521.248661850225,521.249348133164,521.2467,521.243264,521.256513578939,521.255883,521.251269381964
28,521.22447496429,520.972916547418,521.248661850225,521.243507226157,521.2457,521.239809,521.254385846917,521.252139,521.249805169992
30,521.222014225414,520.960441314139,521.247557617485,521.242497420774,521.2435,521.238791,521.253605409502,521.249881,521.242398926067
32,521.217421055296,520.944136621771,521.247318387938,521.239476963805,521.2371,521.238651,521.251819401196,521.247751,521.238666233372
34,521.213346211993,520.930200981864,521.246707482053,521.233541910168,521.2371,521.234388,521.248866282311,521.247751,521.237741096156
36,521.211694330542,520.91615800914,521.244212648389,521.233177787559,521.2371,521.230809,521.247626276225,521.247744,521.232613314551
38,521.204409037708,520.90568541951,521.242237144779,521.228669955177,521.2323,521.229525,521.244548337957,521.246787,521.231274535876
40,521.202745148575,520.885944771883,521.23953742615,521.224722110374,521.2316,521.229525,521.241996601493,521.245595,521.229112932417
42,521.202441229676,520.869550358851,521.238603823144,521.221714567536,521.2287,521.22738,521.241996601493,521.242067,521.229112932417
44,521.201934624942,520.857925870383,521.235260264179,521.219310488762,521.2284,521.227265,521.241996601493,521.239279,521.228537602287
46,521.200795766744,520.842976967044,521.235260264179,521.218350115369,521.2284,521.227265,521.240184366669,521.239279,521.228537602287
48,521.198411035149,520.833092001762,521.233828297421,521.218350115369,521.2264,521.225755,521.240145394172,521.238003,521.227199894984
50,521.19769559365,520.825073783304,521.232849242812,521.216857517301,521.2234,521.223598,521.23955795902,521.235958,521.226932748323
52,521.192093879688,520.812353080726,521.23002088644,521.216857517301,521.2223,521.222895,521.239189944322,521.235489,521.226770360423
54,521.188853813588,520.801992626343,521.226387218826,521.215534392417,521.2204,521.222895,521.23282552495,521.235489,521.224310756527
56,521.182023636278,520.78622329255,521.222503021488,521.214608992711,521.2204,521.215532,521.232053399707,521.235489,521.222885244455
58,521.173279507422,520.776833537136,521.222503021488,521.214608992711,521.2185,521.215532,521.232038476636,521.232209,521.219875499905
60,521.167629735528,520.772883466198,521.222503021488,521.213808057714,521.2163,521.215532,521.230142863151,521.229928,521.219875499905
62,521.16025948778,520.758914042859,521.218614263361,521.213808057714,521.2163,521.2149,521.230142863151,521.22619,521.219748806222
64,521.154038348946,520.751748918415,521.217371750384,521.213808057714,521.2106,521.2149,521.230097744787,521.22619,521.218751960456
66,521.142216665357,520.740444612893,521.213869078793,521.213808057714,521.2106,521.2149,521.227759541491,521.224307,521.217903283427
68,521.133617208106,520.727909630495,521.213869078793,521.211743541856,521.2098,521.213814,521.226463230659,521.223893,521.217903283427
70,521.126685175822,520.717114622765,521.213869078793,521.211743541856,521.2098,521.213814,521.226273087563,521.223893,521.217734105618
72,521.11876814449,520.704658927964,521.213869078793,521.207820457077,521.2098,521.213814,521.223557805061,521.216635,521.217734105618
74,521.109545286639,520.700788230994,521.213869078793,521.206944107513,521.2096,521.213489,521.221810703314,521.215358,521.217734105618
76,521.104256434506,520.695123090717,521.213596553419,521.206539246833,521.2082,521.209652,521.221810703314,521.213507,521.217734105618
78,521.099411604886,520.683825596969,521.213071004601,521.205370718399,521.2075,521.209652,521.22179435627,521.212003,521.215897455919
80,521.089752231259,520.681583398746,521.212054192373,521.205370718399,521.2062,521.209652,521.221108582643,521.210313,521.212993797248
82,521.082675814634,520.674296942868,521.212054192373,521.205370718399,521.2062,521.209652,521.21928660455,521.204971,521.212993797248
84,521.080188781366,520.671190156632,521.20788992618,521.202226020586,521.2062,521.209652,521.215968526001,521.204129,521.212993797248
86,521.071946402108,520.658356756555,521.20788992618,521.202226020586,521.2062,521.208064,521.215968526001,521.204129,521.212993797248
88,521.064574053587,520.649874220762,521.20788992618,521.202226020586,521.206,521.208064,521.214402039865,521.204129,521.21289835828
90,521.05386628413,520.637789238523,521.207013145418,521.202226020586,521.206,521.206765,521.214402039865,521.204129,521.211944619427
92,521.042824904236,520.627888039224,521.207013145418,521.202226020586,521.206,521.206702,521.214402039865,521.20338,521.210803934532
94,521.026771696779,520.620428428051,521.205795320836,521.202226020586,521.1989,521.206702,521.213054698942,521.20338,521.210803934532
96,521.012870969839,520.614872279672,521.204796031353,521.202226020586,521.1989,521.205889,521.212641923142,521.20338,521.210803934532
98,521.005004245173,520.609621564939,521.204796031353,521.201727000607,521.1989,521.205132,521.210768580642,521.199035,521.210803934532
100,520.995805062999,520.604280340122,521.204796031353,521.20027586971,521.1989,521.205132,521.210768580642,521.198992,521.208354914604
