# FEs,AEDMTO,MFEA,MFEA-II,MFDE,MTGA,AEMTO,MKTDE,OTMTO,BLKT-DE
0,749085691.083454,569673078.507829,597009887.043268,571730378.303242,749085691.083454,749085691.083454,707601919.195258,749085691.083454,564002588.22749
2,117588659.569637,49298422.0795739,109860293.837499,96205685.6673467,139807300,203210318.841293,63551268.4183458,239868243.919766,167549533.156797
4,48083977.8373958,29383154.6563519,77643385.0330856,69147906.5525319,60397400,138433201.68888,38150247.7698143,158331490.388601,148357093.629863
6,25193009.3969348,21320522.1322312,48061302.9616388,55231198.6714371,42858660,106036255.509838,28429062.42853,148862217.236327,133032374.443256
8,15029799.6906598,18471191.2736438,32982589.3344427,47190588.6649424,25596270,89127706.802667,23321179.8825843,138030778.208134,110152247.430611
10,10427305.650958,16234963.2199059,24460998.1403154,43511639.2442642,18030430,78297221.133347,21312717.999389,122071708.783231,101690411.745797
12,7863933.38379906,14821562.4589647,18673179.4384708,39680663.6119158,12624420,72087558.700689,19736555.5171884,120294006.14372,92537731.9206064
14,5796582.50041157,13856417.4967918,15221771.3320453,37394995.5024526,10255160,65353616.250328,19070195.750004,114929219.352137,87539653.7942311
16,4888619.24661539,13002438.6150216,12947676.0376846,32469571.1262613,8365513,62511168.957479,17908550.8203642,113120667.175748,73317098.7390142
18,4136451.27768673,12340657.64834,11488975.3724153,29779258.6657347,7299639,58195235.133252,17121417.0990397,108940246.354377,66745279.8076043
20,3450990.81466825,11773194.908995,10228122.8047693,27512907.195675,6581635,56866670.678021,16231109.5002864,106416810.999658,55185400.9592796
22,3107920.08676337,11303673.8222636,9378653.40384544,25084577.6483974,5880048,53058246.30488,15440793.0421383,102485150.040649,45610842.1853073
24,2735809.91376442,10794131.2815684,8687661.91961498,23347577.473738,5349935,51708544.374082,14875757.8983758,100260733.973754,39190486.5675728
26,2476043.91510351,10334573.4679467,8088299.11111706,22023262.3678223,4911631,50347606.720131,14477553.3865186,92281799.563525,31464150.6139453
28,2207537.33924338,9938712.31588772,7555803.92416372,21474837.1331697,4629677,48001908.501547,14341134.4639273,89798890.868119,26944445.536424
30,1981341.35244081,9519944.38592628,7151179.96162303,20741451.2450663,4420981,46698439.66254,13763672.4514075,84029165.615448,24648098.7417091
32,1818333.52072327,9145333.04794818,6775746.90591318,19587149.2158229,4192929,43154901.16335,13357558.615541,79159859.162508,20931598.9412175
34,1668389.08468027,8840483.89247008,6413887.63155044,18601815.9751545,4052719,42531472.430632,13034508.5042032,75868715.451325,18190748.4793546
36,1541522.80209489,8590853.9440726,6109366.65024683,17895082.7567546,3878500,40731125.767102,12619903.7634968,73892429.641785,15636373.6798518
38,1445032.73937146,8323851.30883424,5864971.97826055,17523668.5417675,3707469,40360067.302769,12210953.6327303,73200925.462802,14330866.7025315
40,1334169.823017,8108850.63482051,5599692.26312788,17088850.1599326,3596817,39441712.592062,12056842.4490697,72395437.86923,12501207.0470978
42,1264100.70767194,7859248.30059598,5358304.42921447,16639760.4973984,3491430,38642538.403016,11916420.3190033,69377750.311014,11273588.0947834
44,1206318.76344573,7614156.30384972,5149533.0003609,16422285.3437831,3354627,37850827.879215,11729626.6770186,69377750.311014,10274516.9104717
46,1120609.13168278,7391960.92894413,4963980.89458564,15080940.5820371,3233820,36457527.385029,11497806.0434544,68182329.153639,9415555.33289428
48,1084835.31117122,7211205.41235772,4799300.90289422,14691371.841242,3120049,35670800.325751,11453535.1378376,66489211.4786,8515423.28946784
50,1029664.66551701,7047144.86668682,4653270.18417448,13683412.8074897,3034393,34756786.837209,11151798.7481209,65899030.057884,8290708.40784262
52,982331.836301567,6852486.59051434,4522580.41170763,13448979.8912431,2939782,34439625.862974,11025733.321939,64731911.093728,7872950.92453489
54,930594.31308607,6670169.92547913,4398837.07808873,12411233.1438623,2854793,32445908.818323,10886879.2598117,63895619.655554,7454758.5331182
56,889667.218739882,6517020.40472067,4282406.73445896,12259060.7671203,2775555,31273657.749812,10684591.6482214,61622230.495315,7264897.51991876
58,844150.773437463,6394169.37724351,4168537.9353089,11624647.2751285,2708340,30318149.778373,10679412.6691943,60236559.82855,6989943.30860653
60,812517.77804669,6272770.23057278,4065424.93419305,11245973.4525386,2637003,29225926.60733,9782792.79033413,60013826.168953,6612526.74166159
62,770773.159985746,6120978.64778228,3963801.31958867,10779004.2782944,2583733,28359687.875955,9731997.52867813,60013826.168953,6420477.96465552
64,739703.51287372,5983806.3115569,3857193.61350802,10026802.706343,2528103,28199823.939015,9612985.21168242,60013826.168953,6285660.26341094
66,717892.522882742,5870575.59139985,3766070.43672544,9734222.95896807,2472731,28199823.939015,9499215.79575014,59653657.405119,6192203.18682457
68,691542.780908848,5757503.41130921,3683073.77056619,9378562.75188585,2419881,27906897.92661,9499215.79575014,59491730.032726,5957695.04288313
70,661524.015865166,5648216.07984415,3612589.53276605,9304343.58899466,2374644,27359735.279052,9425962.50657715,55798366.059165,5827148.53793016
72,647087.633975784,5547042.96031544,3535767.22928399,9084767.36177365,2326811,26860561.998243,9375297.30104669,55588080.325627,5649837.64829196
74,622229.761039136,5437848.01517714,3468883.32610784,8962496.44270894,2286355,26274440.908927,9289670.84377174,55401670.940034,5477192.34434761
76,599929.964486441,5345147.02904058,3404334.38356908,8595983.97697519,2249742,25958604.772486,9150548.20105589,55285616.74303,5305371.89947752
78,580344.277060158,5256479.69127889,3344545.40781287,8152050.00131775,2207215,25754368.463321,8902069.96241217,54405997.196722,5186824.072521
80,561166.346536334,5181492.25787746,3292799.63230844,7616809.98099721,2167231,24991530.7112,8902069.96241217,53238319.964309,5093354.27397575
82,544667.747336853,5093990.52538613,3232267.48774358,7334767.12470007,2129101,24644037.464343,8832126.69794125,51509367.411432,4911490.6383035
84,528948.99538073,5000084.25035832,3177954.22472365,7066207.16785859,2096129,24272608.92657,8807632.81817689,51401458.573404,4832945.59882621
