# FEs,AEDMTO,MFEA,MFEA-II,MFDE,MTGA,AEMTO,MKTDE,OTMTO,BLKT-DE
0,388810219.751997,309783255.545716,373346793.096008,352699692.604559,388810219.751997,388810219.751997,471123202.083672,388810219.751997,368884869.526843
2,56284789.4128061,25629693.6372625,57520204.75504,42273696.8384737,72506280,94722990.462595,90427138.6592164,104475127.319902,88768486.6964084
4,25930754.2249057,16421481.8999786,46252183.4311068,30978662.0787169,34385810,60450066.914699,69802779.8335805,84010123.839937,73752185.7806578
6,15711264.8537253,12205887.6907431,32881190.7921025,26769820.9082787,21164150,48084690.293016,62687652.8249412,71728474.61867,60447001.7533331
8,9091680.17755405,10318731.5894806,25342866.1405366,23403675.8652498,14838860,40261145.369381,59934538.1413244,63291879.987779,53230706.8986667
10,6146874.49588331,8965634.96979563,19470970.2123807,19497338.8408268,10670380,32665770.501497,54910496.2586267,60848832.124898,48149746.1263189
12,4169930.00781657,7985564.35827492,14708626.145842,18363332.5551785,8117902,30913525.36758,51133030.5135623,55581658.158489,40061032.0371712
14,3250634.65923793,7198540.47629117,11348471.217676,17458149.9274933,6710787,29629351.951608,49202290.6120814,51216087.193804,36797931.0719175
16,2574935.3843827,6628156.26115906,7804090.57742687,15896745.6097667,5660522,27266051.65344,46306472.7769287,47504829.678016,35331356.1357391
18,2109749.20969776,6279495.71386605,5961610.80219211,12651755.4393912,4968296,25870809.398191,44083287.2170539,44177897.095134,30910029.5560279
20,1746048.16894888,6005500.8876935,5059503.80154798,11893175.492972,4405823,25202785.758426,41674006.2201448,43482737.141338,29716539.069781
22,1447938.39741368,5640271.41382451,4379800.24363188,10899791.780624,3927593,23961228.447404,39684974.0910033,41480569.982792,26988822.2376341
24,1276078.32662118,5375242.16595634,3939603.38188775,10429649.4017332,3535974,22049272.945521,39418538.6711583,41210108.650746,25739555.7823693
26,1146542.9824238,5072530.38537122,3625008.31397924,9807276.88666475,3339160,20642820.190529,38448887.2470556,40235662.837325,23482605.6121162
28,1013602.24350916,4809915.73710321,3326932.80653203,9368812.69931302,3075672,20189955.684732,37366457.8966752,39972976.555214,20613939.383463
30,953926.033225861,4616914.58542985,3133816.54344345,9011305.0493419,2885379,19670857.226278,34653924.5759213,37883244.778564,18241794.7787308
32,862378.202247645,4461692.68310824,2964959.78655228,8369597.28844261,2750584,19143838.439631,34592447.9433976,36853059.858094,15735481.7699263
34,792199.590879133,4319459.97832306,2846111.31238201,7982080.44363826,2600602,18071172.467548,33597207.1201677,36453654.319577,14927397.0201455
36,730523.5406256,4193027.69890521,2705524.47447454,7523602.3570441,2481831,17131651.7286,33154396.7450401,33940869.829356,14109715.5407388
38,686662.759503839,4088769.98141106,2592466.96801819,6925467.81417933,2381925,16651377.41939,32611691.6315015,33568116.851919,12959797.1129978
40,656027.095742317,3991308.95588987,2508941.04082902,6440403.86743667,2276765,16218178.775783,32427364.0884431,33401039.153435,12192277.1095415
42,609970.982104772,3866462.85354976,2418834.927175,6108184.62314927,2196535,15737818.826796,32173469.1019696,31257979.594974,11163424.9289135
44,591472.822778222,3774455.47651919,2351247.04736836,5834028.05325716,2114236,15144951.089781,30938319.4307464,31257979.594974,10313620.3063343
46,568629.715580378,3671534.86310813,2286867.25293173,5624718.50326586,2038487,15045610.665586,30031507.2239605,30382625.816837,9073848.32567303
48,540567.801516186,3597177.10910221,2232208.91703962,5298587.66314499,1973865,13950255.058646,30031507.2239605,29485292.624765,8221258.33800659
50,519276.114893587,3528409.13640736,2183726.60336163,5111679.73023809,1890381,13661192.605532,29265453.8345524,29407193.0076,7791948.88826895
52,488686.583759965,3460259.86057485,2127378.61140285,4949117.59926956,1827433,13245502.856946,27702182.1292982,28902022.25815,6431345.53888985
54,476105.446518738,3397959.21375911,2066355.00861976,4749913.90474833,1783694,12988259.791469,27327618.1096009,28541082.778774,5899737.72772673
56,463490.111402282,3341787.08497553,2025090.17138828,4649624.22046358,1742578,12631481.497379,27327618.1096009,28005485.495203,5225744.30714151
58,443742.443298545,3293364.87014451,1981083.49096875,4562691.23695809,1694885,12402116.634226,26611317.9383692,27819677.42674,4923461.24214605
60,432552.538034081,3244105.93366704,1944717.97255049,4422666.4657239,1661935,12358238.281883,26472025.1355936,27192367.952231,4677173.13664342
62,419948.887735124,3200675.21600977,1906995.87204279,4207676.41920925,1619485,11808933.518879,25930506.435371,26897453.134995,4207414.11284898
64,410493.453630379,3157444.77470213,1871264.3805155,4128612.94693053,1590600,11224263.466336,25615286.243055,26186927.666158,3955643.26645291
66,398843.722964914,3098623.5886468,1833936.61939672,4029113.56153272,1561754,10872082.41752,25192199.0159626,26144096.107099,3730692.23288207
68,388784.941261481,3042848.94782559,1804488.70924781,3958555.86416967,1532123,10487916.380255,25192199.0159626,26121788.616964,3635127.25679965
70,374316.221066976,3009479.66073209,1775815.61313146,3795135.75199287,1504072,10219372.3145,25192199.0159626,25669220.153799,3187166.12162599
72,362138.63259125,2964467.70229626,1750220.81033866,3702199.02067097,1480409,10029716.876513,24681544.4937264,25669220.153799,3117212.39927645
74,355235.548942756,2927530.81261667,1722527.66159515,3647991.99135148,1449182,10029716.876513,24681544.4937264,25669220.153799,2981656.7702013
76,349232.085515245,2895304.47000803,1699013.13197119,3547379.9827312,1422822,9888140.150294,24614973.694538,25460058.38143,2707187.0298855
78,341864.076034041,2866527.31957706,1676979.72117911,3477750.3206757,1399277,9683508.879312,23788581.200773,24767264.930414,2581488.67327346
80,334991.516573885,2826239.00433179,1654210.21435539,3338811.49443371,1376769,9586797.647881,23780590.5963084,24574826.795207,2508957.94505367
82,329622.36941634,2796277.05143892,1628649.26567726,3233229.30180518,1356921,9323899.473346,22966544.8477451,24565835.206495,2418829.51449985
84,319051.246692697,2762944.69194107,1608824.83489744,3077405.37926,1339743,9174286.302511,22892184.5409578,24565835.206495,2298766.7560238
86,314735.876144639,2732971.510465,1587341.59965167,2960479.6893807,1315478,9111537.23234,21947131.0013927,24565835.206495,2259537.41443256
88,306796.013214253,2697259.99007852,1567759.99704818,2906414.16616171,1292640,8941095.839092,21947131.0013927,24389410.665699,2190728.02778838
90,299998.244126094,2669651.69442524,1551059.34283407,2857284.79363092,1274227,8941095.839092,21821344.7256996,24389410.665699,2165446.23897565
92,295126.127019707,2639655.46620944,1533860.86233774,2773830.79110505,1256872,8923753.970719,21821344.7256996,23002294.210183,2102949.20822885
94,289333.629118581,2613698.0915196,1514628.27541178,2661228.78629761,1241293,8894164.127107,21821344.7256996,22861862.700447,2042701.66872385
96,283955.212439833,2588011.91815836,1496584.21009735,2572040.60058404,1224211,8894164.127107,21821344.7256996,22861862.700447,2012273.32729093
98,277745.99121172,2560884.13559648,1482705.0388146,2452843.32975428,1211016,8875270.70667,21616766.7767925,22861862.700447,1982666.37809047
100,271443.33913459,2538195.14780776,1468777.14246246,2398144.37116383,1197285,8754533.272145,21329128.8464342,22861862.700447,1956033.80112748
