208.892288933897646,218.004645281903322,191.230433821459656,176.685535691693332,175.449532064616761,167.806727516129968,157.710908526819594,159.725083620517864,164.781864449282693,156.496691589052404,146.846643338532004
203.572980719433872,192.094613264346208,185.387975663880468,179.284079560326404,178.730590907621092,167.534841644017547,156.687947965240880,147.112230147435525,149.200186556433806,127.303095077209520,139.054342995645527
199.488701782425778,202.351280574180350,163.233993642843842,151.002484722396446,165.028660398564398,151.326219548270387,156.290002953014607,152.835823448190183,147.004232802273094,137.179454320265990,138.293916292906346
181.466163056101493,190.646237875000082,152.973322285548619,162.336772236697982,150.948368097504726,143.536633259324475,141.363686355777617,138.242439737579531,141.813262782474879,144.563190942105962,143.192806306406965
210.928904266794433,203.359152890018066,180.072082162363586,165.030396338241445,163.599802564407582,166.659610147406738,156.373974947477507,154.447309100249413,150.953744122509136,147.099771966008035,137.689630058542122
210.617308994901236,179.620648531203102,175.844361250515533,140.207457819795025,136.212067616672073,151.528599317160030,130.861768808893999,142.212704671853714,147.329074963215248,151.622398942878021,139.845275165079215
201.464008123155111,196.115331705789288,189.532531065787765,156.432073948802952,170.461916050033381,166.842040566754093,163.930074110342218,158.698257474245281,149.430737950780667,150.596282045088969,147.815604738345797
175.711934907092598,193.300498727308877,186.789998720362263,167.656252091185877,168.684445996863531,154.739403999523944,155.543462532813294,154.460965681637049,145.456332255466606,149.575011690788727,147.152300028291961
205.677895632059005,184.740404310867831,179.790952630649656,180.376749967857734,169.663464126074189,157.680807574341515,162.516118879729532,151.644314594950487,145.230092501244172,135.797945074758758,140.481233310827520
205.578397972259950,208.158320199946644,171.419619291902649,166.796506053674648,162.323702751756031,166.675003964728546,164.422593609400565,170.550522051919216,162.092676885608086,150.656933725214543,129.620488658203215
215.251464320223960,212.952456683290194,175.300260634864429,171.749518904580157,173.397336069368777,168.987769575740288,142.080933528839182,151.148183593402223,147.111191941181346,154.000911601512513,144.548210947332279
204.557818735960325,202.562072896630667,190.240499290255201,169.515857037648516,163.678707252869060,165.814782185452259,144.885704086371589,151.139501508040183,154.289963802425888,138.590378538245147,140.414951910179042
201.167062874813439,203.574942517890889,180.838031339469552,179.851578849741287,171.662465628466094,171.706820182178376,162.053577679070457,161.939369574280732,154.464930393442415,143.978153641366134,143.721142928919051
199.924443099419221,192.499364354330595,172.411001035663986,166.510646169930311,185.428480141792335,161.603295556834865,154.469699232971465,156.416837156763194,151.389761148670630,138.780979690427557,151.273981197782035
212.299446351379345,202.754834690310901,164.942126133047879,176.785077720582819,180.258084763164845,171.395224847618891,157.637914016727677,157.661572478111566,157.567540505252708,154.371570373543619,138.132840363504044
205.842787739893879,193.118897845048423,185.293706849288128,182.872208004077152,140.808101975865839,151.887153829318493,147.135151236287925,139.096828613384560,143.494136772743360,140.110384589831796,136.660995281982281
202.206612767787533,179.554267335364472,177.864671964530828,172.492985261609959,165.171511063591566,158.271726898488055,151.277763857325141,150.900478202147383,143.779277657985944,134.103835276700778,151.619199313297344
202.392931803591551,193.232925851749030,183.037302408592836,175.696052224445168,170.410424917287173,161.760179170838796,162.653490532698584,157.626161113632094,149.817833368970383,150.758373009103309,152.685307263455343
216.715776651523242,207.227983081804012,196.696078827841461,180.212329871324044,177.894464117364151,164.602015221246489,156.032974571387314,158.299909572557510,153.551502022063460,143.385637816563957,145.555065921397869
207.402870402694560,189.683219639241855,181.229164742829823,165.997551345985443,149.601410807902909,148.346222709999154,161.532921407028596,145.406076238605635,139.973681655840579,141.276933686748322,135.555031314641496
193.669097020892991,174.692420785481232,157.793729117962641,171.666224448331235,155.717520659485047,171.469263121405390,153.837985064502249,157.287347516500375,157.328787585744664,148.176662745962460,152.115059357983426
209.262086752771069,196.877348726476498,185.588632791660700,144.966710339467483,168.743582464589849,153.270794116509080,150.833974845641734,152.577112242573378,145.069312383242334,120.679309112991731,136.715279846058593
215.159630824625623,195.826674200959957,192.539630549335413,174.267277156632559,173.695264702609109,152.628795785850542,156.023480824665967,145.240487260395042,141.642156882709827,139.872897615986261,137.783998054388718
183.590045473361329,170.218517268009009,168.440332683880882,150.092264560280171,161.257193098562254,161.848636178459003,140.715830603108856,134.190028751879481,145.517361482678126,134.481634405325053,145.130153976435452
211.762069319335154,188.512439964024907,171.905573507493813,164.055955528445764,151.158492895909347,163.209413574942687,145.538260740226690,147.928926704968944,146.663158771128707,129.323655767036655,145.895311160540956
206.167195992283069,194.358722072222150,184.996439437125844,176.629229731536810,173.566376319364110,158.448600006086025,160.879315744822605,155.939631637123938,156.016490938138361,139.998404962720542,139.927455402073605
209.270667323935982,206.595386445736636,196.776251405995538,177.927206516518055,180.906820055856201,187.821525297113737,155.548840984089622,165.494873602351902,153.323050990130866,157.848970084739904,158.015805641443706
208.320543003408346,199.987041055000105,194.959047704229562,175.743638483976042,169.840326677077712,161.490317528306349,160.417062914680542,156.330679505844046,157.028624858626955,156.358651210143734,158.492059574641047
213.566522548794353,186.055295921320010,195.885704615171903,174.271368300541099,169.000935531284256,155.296065420778575,164.712642052419540,143.079945620149601,141.283169405502520,149.130975431335600,153.889973146776896
203.760978748318621,170.059387940082303,162.712280794097438,166.961873577734821,168.111968570584565,164.692920776888258,148.919654385192302,156.477850558049283,140.083075119822553,144.953436059616450,141.388940755434817
