155.577003677496265,129.323947917991347,122.535098383684073,111.867836749094053,116.235691117199210,97.145480325197326
136.538453427884690,113.179127228877974,112.657038860963439,106.738390640704353,100.202648500182235,100.829370485948047
190.795190966376168,170.142456815327080,157.918106769000019,152.618676900733561,154.655325431031287,145.258963208928719
166.130587297712054,158.404872116780069,141.224874401258489,136.844764296485408,126.893783030230011,137.244081751238582
190.831742848402286,194.465340400475611,164.218452599735144,168.866299987361174,160.719968116402043,165.430358734710268
182.024547768857587,180.086597589400924,169.547496949757033,161.569777352172792,161.249931828710743,162.501663226317902
179.947261444325818,187.326888791800201,181.941058298648443,152.144680253258230,159.264570184042469,161.470630862800732
204.126140419183855,197.041315239909181,172.676475594371396,164.894379294622695,172.652147949901433,163.590828062936282
191.269970950032473,174.214009859166424,164.555678453491623,143.732972353342916,142.855190120107494,145.500238112352150
130.778226208155758,112.049833223360352,113.374779103505901,108.256801253931116,111.491865587375358,110.061192677053057
111.699763570532866,99.175946072688177,92.103044443779964,83.463099984304392,79.387118219370564,75.539268484586700
119.533936367651805,92.004823880618503,73.094127972205712,69.096541268457969,69.574698692639515,68.629421846679364
193.202905459469179,170.292675684319676,174.224195816814245,166.600096143895200,153.914141676325926,164.722475167056302
186.045666556492534,185.926796612297125,169.990412818662605,166.699095676896917,176.536614317558474,163.049184579502707
177.929022624311301,165.557595265758067,133.506598233150100,137.334041704682591,125.174620171545314,134.494235092299505
195.615913993428535,168.124357096729426,156.429314055509082,165.494212560606002,160.582842522415035,173.081302681488012
167.873759359343012,155.836418182907067,143.629025822255187,139.513599431104467,137.037555957269774,131.641701694020838
176.702603408853463,183.891957247959340,156.452763465379576,163.250748531397960,148.129258770310003,139.301400597816070
134.487748937680237,131.306206524322420,124.283781133575417,126.188090559483072,127.933862265424381,119.588406648976786
181.694398970236421,178.511064926325048,173.751354578725227,164.772232149206587,157.089633318678608,164.666304691683024
172.409649442638425,152.562608804369745,147.674045158724937,148.237635174983268,135.676923937471855,137.850972944222917
141.417530859501341,137.393133030423371,119.890245539699208,114.848678174644590,109.174348826296395,113.626536795593267
144.998270595304120,131.533778870649314,121.480505334657693,114.348200597891108,124.853520963112601,117.565453246852755
146.320476268885812,122.123378468390172,120.262545062627879,123.322230605700099,118.942592541097284,120.995974423397371
190.338241752496430,166.972252744699603,179.832709079349911,172.461490124402360,151.289617354146060,143.415154761251415
180.939242471519833,177.999790117578442,156.000825874966097,159.797096652131188,153.904493992995953,157.038014689002125
152.080582925818419,134.134434943232179,130.863490208414248,117.161796793287934,113.454990038690099,113.169000471791236
158.809795021454136,147.957767904169259,123.170275027154958,124.402175761948570,124.407012883701981,128.615027494049258
138.473591801238115,124.609644079758809,104.083980377448825,97.773118888032968,96.943811067130440,96.253237322188340
132.162851769406018,125.225687608873685,114.643991985630322,100.436627039828252,106.840760285284134,103.500760161482802
