,KTFSClstPartDim_fit,,MFEAOriginal_fit,,MFEA-II_fit,,MFDEOriginal_fit,,AEMTO_fit,,MTGA_fit,,MFEAOriginal_fit,,MFEA-II_fit,,MFDEOriginal_fit,,AEMTO_fit,,MTGA_fit,,
,T1,T2,T1,T2,T1,T2,T1,T2,T1,T2,T1,T2,T1,T2,T1,T2,T1,T2,T1,T2,T1,T2,
CI_HS,3.056999098305369e-14,4.186171409514827e-11,0.36035324771742516,209.65940623412956,0.23162118155664513,140.20124098665778,5.992903886919975e-07,1.2750432588504168e-05,0.11318675438144817,157.44908252128928,0.018005686503563323,72.12891791051005,win,win,win,win,win,win,win,win,win,win
CI_MS,3.625439237708861e-09,4.440892098500626e-15,4.609133476510529,214.0255441202455,3.0451447646189793,147.0742618523693,0.1247273518794928,0.8475791261618599,1.0834446853471746,128.46585315648298,1.3026938343043555,72.58635704572893,win,win,win,win,win,win,win,win,win,win
CI_LS,21.189405495716436,6843.249744977989,20.14246870287051,3692.51453919333,20.104153138053483,3066.302412042171,20.91903845218566,4417.689729287919,21.209620777354864,10256.461841503304,21.207600260966412,5363.687733119933,lose,lose,lose,lose,lose,lose,tie,win,tie,lose
PI_HS,371.22645404361714,7.360793143920176e-06,588.5628760492784,8.990692156862671,347.7853739020278,2.049610844438962,86.06538476680932,1.33813194227448e-05,439.72887499474484,3.3662135248957616,65.57287224177679,0.003375999786953634,win,win,tie,win,lose,win,win,win,lose,win
PI_MS,0.0006391729121941969,45.56001171011781,3.7090017266463824,650.745868218124,2.872328936226183,481.5519283763987,0.0024773055580042946,74.30246404585024,0.15397483315418173,95.89224985710185,0.5077699164303844,110.87866631775816,win,win,win,win,win,win,win,win,win,win
PI_LS,4.015738853833106e-05,0.38826549062672683,20.008183597752335,20.7536738148138,4.201259456288447,7.377006368330543,0.4456950076696309,0.13469178418355596,13.577766804595456,9.268476277181758,2.205146783849844,2.781318062017048,win,win,win,win,win,lose,win,win,win,win
NI_HS,46.334679047662334,6.46577748590893e-05,883.9747962768095,261.71392537855195,668.1737599899369,251.9247493220913,92.96307665287603,23.78858797410263,362.65556996099565,312.022540432686,160.14984054530535,75.48768637755614,win,win,win,win,win,win,win,win,win,win
NI_MS,0.0005001466247193442,0.368132293646514,0.42857341586857317,27.989111559789347,0.17565086392469212,30.188717940904944,2.5345140817123467e-05,3.4621564133173437,0.27205896032715915,9.109520140228076,0.010260945573247698,12.15592664678858,win,win,win,win,lose,win,win,win,win,win
NI_LS,389.3483149641127,9177.126330812627,605.8951951210302,3701.3216853224067,318.53778367986513,2872.698792844772,198.47837744355064,4973.9050680633845,454.5526988343008,14762.337960201923,300.5403065681001,4582.806006291733,win,lose,lose,lose,lose,lose,win,win,lose,lose
Benchmark1,600.3183263275666,600.4502780586068,646.2474717057479,646.8467436455124,636.1996366457688,635.8902301055963,603.6418760965145,604.0027533707223,619.9733888346565,620.1438990024426,620.5046921854984,620.229194497915,win,win,win,win,win,win,win,win,win,win
Benchmark2,700.0000639374981,700.0004595367091,701.0731237822986,701.0723349335027,700.8573170361125,700.8580698167212,700.0001154485344,700.0008820624173,700.8277492286055,700.8017545675797,700.1055799435461,700.0945977043328,win,win,win,win,win,win,win,win,win,win
Benchmark3,4313010.322543621,4048807.9665427012,3349002.4641800234,3575597.630282136,1537100.2829701365,1437718.6797603813,4582525.303961769,4747035.897360014,20970286.683036372,19538126.363294646,1895796.5041394304,2286330.5365665937,lose,tie,lose,lose,tie,tie,win,win,lose,lose
Benchmark4,1300.5559462646788,1300.5152966978244,1300.6128414036157,1300.4730516139052,1300.5535560354908,1300.4738797808263,1300.5835374401722,1300.5546221868929,1300.700943566629,1300.6165146318185,1300.4307448491018,1300.4191311734485,win,tie,tie,tie,tie,tie,win,win,lose,lose
Benchmark5,1531.2878486066654,1533.5997865024199,1563.7369661220155,1551.6858446019824,1527.4623507231481,1522.8554489492146,1532.0264122785895,1533.4902978563362,1540.186759413759,1537.9439723714856,1511.6945519495475,1510.6469249993359,win,win,tie,lose,tie,tie,win,win,lose,lose
Benchmark6,2684496.09088222,2149008.662419384,1612687.738944685,1407595.4415531228,740620.3547509984,829018.6042545668,2332755.9534365875,1773855.477289357,9229759.484781189,9250579.020636547,1300930.7499811943,638610.9034496582,lose,lose,lose,lose,tie,tie,win,win,lose,lose
Benchmark7,3686.141279741777,3682.839527621332,3320.671496383652,3182.4092659393555,3019.470984023058,3015.2186422432706,3819.996841288009,3942.209836731932,4098.276739878985,4137.009413760725,2798.110402455698,2851.2371680754086,lose,lose,lose,lose,tie,win,win,win,lose,lose
Benchmark8,521.1805598908597,521.1792612333886,520.2445039552298,520.2765149677755,520.1343323416258,520.1204230954951,521.2165772803232,521.2160994619828,521.2075640325799,521.1944304923484,521.2067608069801,521.2029380082104,lose,lose,lose,lose,win,win,tie,tie,tie,win
Benchmark9,14557.686288568826,1622.4785741300514,8382.456344631377,1621.7414558453322,7119.4362188948635,1621.1652439140437,14889.189049693528,1622.4844243350105,14768.200277277743,1622.6489900808833,7535.2616972846645,1619.4410947234296,lose,lose,lose,lose,win,tie,tie,win,lose,lose
Benchmark10,23571.70637851026,2515051.530384624,30101.11357344609,2918946.7867250545,25741.259855513657,1691067.2827263935,24198.367012469633,2378797.1331492374,50375.455538363276,10724232.251648584,16517.112260690203,1757114.227999885,tie,tie,tie,lose,tie,tie,win,win,lose,lose
w/t/l,,,22 | 4 | 12,,17 | 5 | 16,,19 | 12 | 7,,34 | 4 | 0,,18 | 2 | 18,,
