1.146111412958783e-02,7.471293400885891e+01,1.940414736695262e-01,1.593585196567929e+02,2.124079910354897e+01,8.743323976606649e+03,8.683944588980565e+01,1.366123271148023e-01,1.393586142214582e-01,5.091203133156441e+01,7.740332945977010e+00,7.249181568977875e+00,5.250613928916347e+01,8.254099418442301e+01,8.133525911576189e-02,3.253800121998466e+00,3.836431808657435e+02,8.898586734946148e+02,6.141212023309542e+02,6.188500743824167e+02,7.005297605319229e+02,7.005984356021239e+02,2.789284737423667e+06,1.444406022684246e+06,1.300662302308821e+03,1.300593688079300e+03,1.537647781148041e+03,1.538166153878425e+03,1.672555660933910e+06,1.287135131317326e+06,3.301433911511274e+03,3.139892232862915e+03,5.211585149705876e+02,5.212615082042704e+02,1.308848432042909e+04,1.622973843547099e+03,4.570174053515271e+04,5.901722492196029e+06
6.536345570405688e-02,8.691159430640960e+01,1.977832367037680e-01,9.369792963009323e+01,2.120129156766671e+01,6.440619443971236e+03,1.206318132746744e+02,1.602695182939679e-01,1.199179291887100e-01,5.034557314495092e+01,4.428698182937354e+00,3.276526228346150e+00,1.371675159463901e+02,2.029077918608258e+02,2.984102150919732e-02,2.216574188035636e+00,4.272363587298970e+02,2.473664252949129e+02,6.141958310580499e+02,6.084034491250299e+02,7.005604171231901e+02,7.005863749900404e+02,3.744913263248939e+06,6.666294182417563e+06,1.300666084288977e+03,1.300521189663334e+03,1.535021887440456e+03,1.537433284168474e+03,1.729139281108403e+06,1.740061924087611e+06,2.608344686334124e+03,2.797235846241775e+03,5.212117926718391e+02,5.212283043736284e+02,6.692707624861498e+03,1.621200716122446e+03,2.995894298113163e+04,3.546449635400989e+06
1.154537524162454e-01,8.083265770390791e+01,8.414644104353082e-01,1.215621363622932e+02,2.120594380596498e+01,7.659297820020447e+03,3.755154660378743e+02,3.992819692326731e-02,2.091268794721310e-01,5.238140714499190e+01,1.521551574997293e-02,1.458457239161461e-01,7.648602977566864e+01,6.917935958935081e+01,4.228509586958151e-02,2.535772809367742e+00,4.417385491896696e+02,2.824042224543591e+02,6.182056600533433e+02,6.248594813929568e+02,7.005922722821202e+02,7.004552429975774e+02,1.411399028809813e+06,6.827736734314355e+06,1.300638259371568e+03,1.300599022117053e+03,1.535208846530978e+03,1.534928696303122e+03,2.234598849503750e+06,2.344243977285950e+06,3.180792617439061e+03,3.015140575353324e+03,5.211552508545695e+02,5.212328207536938e+02,8.250407487124146e+03,1.622777665411856e+03,1.433140755986176e+04,5.164770930672006e+06
1.342746707836173e-02,7.698176736362733e+01,9.850607979032677e-02,8.196403093427344e+01,2.118128937189081e+01,7.329645699708721e+03,1.448001221412189e+02,3.366920596470067e-01,2.163233957356114e-01,5.682475817924937e+01,1.247801206949735e+01,5.907665886555989e+00,9.925424842410018e+01,1.798494762429608e+02,1.264450591508315e-01,3.677014540038002e+00,4.297310560736067e+02,9.186011971313819e+02,6.123955825601792e+02,6.066412036690122e+02,7.006638425001038e+02,7.006681156333598e+02,1.920372678163017e+06,1.214949797955317e+06,1.300742937205443e+03,1.300594730588879e+03,1.537653833540666e+03,1.536916039686676e+03,5.417856552788825e+06,3.650426756691786e+06,2.491921961515854e+03,3.476633635970431e+03,5.212125042078566e+02,5.212038831955412e+02,1.555723546058606e+04,1.622874649177306e+03,5.524083596320243e+04,1.273351765839769e+06
2.671495890444875e-02,1.614862839630561e+02,2.435250236758302e-01,8.438003086359210e+01,2.124299535201257e+01,8.221176082274162e+03,1.266775786865836e+02,7.335050829070712e-02,3.282455821434214e-01,5.925034563091147e+01,8.778731635471972e-01,5.403489602336386e+00,1.543581807324659e+02,2.294812687222199e+02,3.994611356160349e-02,2.398249407447366e+00,4.234618062543038e+02,3.923554433164900e+02,6.174124895729801e+02,6.192794692928251e+02,7.005118672211568e+02,7.004649145731041e+02,2.292629955086953e+06,3.088140309713971e+06,1.300503422398395e+03,1.300624980010375e+03,1.537860277496579e+03,1.534193539187800e+03,1.763412977747303e+06,1.209200364255005e+06,2.837564638231850e+03,3.268452500787806e+03,5.211081078635814e+02,5.212499023069445e+02,7.996800134452889e+03,1.622362237638527e+03,9.103328264155822e+03,2.486649376439281e+06
1.459584715531392e-02,7.734363724296095e+01,1.442567641351404e-01,1.741418566981091e+02,2.123223022369881e+01,5.038337488336199e+03,1.293046435931576e+02,2.580309004917973e-01,5.726002028504329e-02,4.866246352760799e+01,1.906483872856857e-02,1.825426622789479e-01,5.530985830030814e+01,1.139230557013672e+02,6.432163714551142e-02,2.962248913953658e+00,3.966571761412989e+02,2.394592104678002e+03,6.202748313979944e+02,6.160322056193154e+02,7.004256285553757e+02,7.004712321324284e+02,3.226624824046524e+06,4.089086758921320e+06,1.300560066473539e+03,1.300569938876009e+03,1.538625766627896e+03,1.537191312369174e+03,5.500454978488988e+05,1.914765170761014e+06,3.432357014059626e+03,2.654333751480839e+03,5.212271954041629e+02,5.211976876817927e+02,9.734490245960178e+03,1.622445740748678e+03,4.263680476872531e+04,2.494384712728172e+06
5.093418133201189e-03,7.441204032628781e+01,1.940128503197665e-01,5.761066438825311e+01,2.122739307639387e+01,3.473130335392041e+03,1.199277507424139e+02,1.006745769545474e-01,7.934859943952732e-01,9.015214123711131e+01,2.113498236062765e+01,5.422209535863772e+00,6.621754946955235e+01,1.321148417652145e+02,1.663259975933895e-01,3.423670533565627e+00,4.569664332860297e+02,2.461754488243238e+03,6.072147786930697e+02,6.080391951914326e+02,7.003652286293859e+02,7.004507934946694e+02,4.534112158093562e+06,3.953372946722663e+06,1.300648761102288e+03,1.300725456883963e+03,1.539674190250389e+03,1.537096908492360e+03,1.340052131895849e+06,1.225553252010345e+06,2.966446474954512e+03,3.101307665687402e+03,5.211989259886763e+02,5.211840719529517e+02,7.397730652208231e+03,1.622399399296695e+03,1.461786483837299e+04,2.590542622700958e+06
3.128838240638654e-02,5.518663938794369e+01,2.111652286490839e-01,8.420078588453633e+01,2.120829393845191e+01,8.919277969600887e+03,2.864578986317829e+02,8.909330366120123e-01,2.188279702426970e-01,5.796705194408602e+01,3.165625235186536e+00,9.339258096027265e-01,5.536548565080471e+01,1.156047422292291e+02,3.998256124188027e-02,3.093648569518294e+00,4.067619530772366e+02,2.071995266948605e+03,6.118926201291807e+02,6.110896650228603e+02,7.005909962778691e+02,7.005866502970505e+02,2.682641553646915e+06,2.110616331249597e+06,1.300820300290412e+03,1.300678591847532e+03,1.537831965847199e+03,1.534192821995078e+03,2.677474364013686e+06,9.778179567282920e+05,2.839484394551540e+03,3.607632789419092e+03,5.211491951015163e+02,5.212246651105150e+02,8.842790492551379e+03,1.622662963226941e+03,2.652735129072165e+04,1.829061362718868e+06
8.899931994434152e-02,2.431255939895884e+02,2.399452330888296e-01,6.958202171369733e+01,2.122230370431120e+01,7.667346931351145e+03,3.109525454674491e+02,2.230958995273625e-01,7.101337394898808e-01,8.590866509899054e+01,1.714779186531584e+00,5.218321434433122e-01,8.008010938421049e+01,1.080631585484018e+02,1.512250771504486e-01,3.419175449937711e+00,2.781849374700112e+02,1.680156973359462e+03,6.119737677624003e+02,6.282398254452931e+02,7.004679571158240e+02,7.004968156655228e+02,2.938215261589310e+06,2.800281946757123e+06,1.300487809477547e+03,1.300530327323695e+03,1.537815719169259e+03,1.535526079357960e+03,2.011969711988855e+06,7.724730097701098e+05,3.065168671924902e+03,3.430581714186475e+03,5.212271643751833e+02,5.210557626856777e+02,7.933025296668004e+03,1.622885741669581e+03,6.412424755244244e+04,2.413927917200827e+06
7.508830391044330e-03,2.236433167177115e+02,4.139770730810008e-01,1.102062747249564e+02,2.108927694801273e+01,3.547026631988600e+03,3.778071111671537e+01,6.445772029708111e-01,1.100588115325438e-01,4.996994384513883e+01,2.941562746969599e+00,6.001474324481592e+00,7.177619664299688e+01,9.965729848645235e+01,8.913991109157637e-02,3.433570008066255e+00,2.041563009972273e+02,2.622088684361603e+03,6.157314795614321e+02,6.164229014226378e+02,7.006434838492603e+02,7.006491010097569e+02,4.471563268360172e+06,5.664369213878300e+06,1.300638990398237e+03,1.300622518813146e+03,1.532937699937616e+03,1.533444525397304e+03,6.442577218212483e+06,1.082040360376606e+06,2.774888794989998e+03,3.638227266992779e+03,5.212174794488768e+02,5.211806252186889e+02,1.175690561343952e+04,1.622839677778020e+03,9.619865599745433e+04,2.049567460446237e+06
