6.13E+02,6.15E+02,7.01E+02,7.01E+02,6.27E+04,7.81E+06,1.30E+03,1.30E+03,2.45E+03,5.31E+04,6.93E+07,8.58E+06,2.66E+03,3.19E+03,5.21E+02,5.21E+02,1.49E+04,1.62E+03,1.15E+05,3.43E+07
6.11E+02,6.10E+02,7.07E+02,7.15E+02,1.87E+05,1.16E+05,1.30E+03,1.30E+03,2.48E+04,8.73E+04,8.91E+05,2.32E+07,4.76E+03,3.38E+03,5.20E+02,5.20E+02,1.56E+04,1.62E+03,1.19E+04,5.15E+07
6.09E+02,6.10E+02,7.10E+02,7.16E+02,2.23E+05,3.18E+06,1.30E+03,1.30E+03,1.55E+03,1.54E+03,5.98E+05,9.11E+05,3.49E+03,3.31E+03,5.21E+02,5.21E+02,1.54E+04,1.62E+03,3.52E+04,9.37E+07
6.13E+02,6.11E+02,7.10E+02,7.17E+02,1.93E+05,1.71E+05,1.30E+03,1.30E+03,1.25E+04,5.24E+04,2.89E+06,1.05E+06,5.06E+03,3.20E+03,5.21E+02,5.21E+02,1.63E+04,1.62E+03,1.19E+04,1.71E+07
6.21E+02,6.26E+02,7.01E+02,7.18E+02,2.73E+05,1.49E+05,1.30E+03,1.30E+03,1.54E+03,1.56E+03,1.14E+06,1.56E+08,3.00E+03,2.99E+03,5.20E+02,5.21E+02,1.52E+04,1.62E+03,2.43E+04,2.17E+07
6.09E+02,6.12E+02,7.01E+02,7.13E+02,3.56E+05,1.60E+07,1.30E+03,1.30E+03,1.54E+03,1.36E+04,2.43E+07,1.02E+07,2.87E+03,2.58E+03,5.21E+02,5.21E+02,1.54E+04,1.62E+03,2.53E+05,1.46E+08
6.20E+02,6.25E+02,7.01E+02,7.15E+02,1.05E+05,3.24E+05,1.30E+03,1.30E+03,2.62E+04,7.91E+04,2.86E+05,3.37E+07,3.43E+03,2.97E+03,5.21E+02,5.21E+02,1.66E+04,1.62E+03,1.77E+04,1.64E+07
6.22E+02,6.27E+02,7.11E+02,7.18E+02,1.26E+06,1.25E+05,1.30E+03,1.30E+03,1.57E+03,8.13E+04,2.59E+06,7.63E+05,2.93E+03,4.65E+03,5.20E+02,5.20E+02,1.71E+04,1.62E+03,9.49E+03,6.22E+07
6.20E+02,6.27E+02,7.09E+02,7.17E+02,7.87E+04,2.90E+05,1.30E+03,1.30E+03,2.36E+04,7.58E+04,3.25E+06,1.69E+07,5.15E+03,3.40E+03,5.20E+02,5.20E+02,1.56E+04,1.62E+03,9.89E+03,1.56E+07
6.19E+02,6.26E+02,7.01E+02,7.13E+02,9.95E+05,6.71E+05,1.30E+03,1.30E+03,1.55E+03,4.09E+04,6.51E+05,1.63E+08,3.52E+03,3.07E+03,5.21E+02,5.21E+02,1.50E+04,1.62E+03,2.57E+04,2.02E+08
