# FEs,APMTO,MFEA,MFEA-DGD,AEMTO,MKTDE,OTMTO,BLKT-DE
0,17640.0050942974,17613.7307052527,17639.4154035885,17834.5666938681,17739.2657989412,17834.5666938681,17457.5771562192
2,16456.9983076159,14106.6182751602,16261.0490326012,16395.499216,15978.7827242629,16358.033725,16024.3785886034
4,16231.7831471304,12624.5543637294,16241.8053305697,16245.819676,15860.2909864538,16275.932395,15903.8830974027
6,16091.3504920531,11713.9454258182,16114.9451902789,16011.274726,15642.2284529529,16100.976659,15784.2910315628
8,15912.3041956016,11029.9207567867,16113.5723759614,15878.505661,15586.6293218019,15904.737567,15682.4110174389
10,15737.4541783447,10520.1562139901,16012.1630111332,15757.936729,15495.2644697315,15812.418531,15629.7876430839
12,15724.291748365,10156.5336570038,15964.4293641621,15728.828551,15471.8186376742,15734.388246,15457.6221649438
14,15651.4700416004,9881.44732323788,15963.363678125,15638.518821,15436.1937826468,15635.653639,15430.5725594613
16,15556.3477399954,9654.3062865058,15963.0259410611,15561.996718,15419.8578933676,15607.112285,15402.4168652457
18,15497.1177263813,9463.50444632804,15961.788013032,15561.996718,15388.7133992662,15584.195783,15393.1227419721
20,15459.1645349637,9291.52542224834,15942.7746380704,15534.592676,15299.2570446156,15526.823167,15363.7532675424
22,15434.5223364579,9145.42450967677,15940.8688978309,15533.239064,15287.1589259097,15501.266385,15312.2467993368
24,15375.5917205511,9039.25192655024,15933.6170789991,15519.189208,15287.1589259097,15480.565143,15177.624908412
26,15360.1455283701,8954.80178276576,15925.3775351752,15461.737376,15287.1589259097,15468.255395,15144.0988548062
28,15224.0699644412,8901.95560792238,15924.6970583565,15434.57936,15280.4557069544,15423.647106,15117.0922173392
30,14897.0382108168,8838.72929580458,15913.0841231153,15383.774375,15248.2350359889,15372.902831,15109.6610088695
32,14764.4505044886,8804.03896412344,15884.4392218463,15383.604245,15244.4407567809,15360.142548,15048.6434100608
34,14741.6140046545,8776.29461620352,15884.4392218463,15371.576885,15224.2259450573,15339.208104,14956.380693819
36,14707.7210590392,8737.52403992325,15884.4392218463,15324.278086,15218.7136042482,15305.192265,14813.9965895435
38,14684.3892587647,8695.11868743302,15861.6695037274,15312.534401,15207.3089396932,15291.843819,14642.3424670947
40,14508.2755439485,8661.79921353027,15861.6695037274,15292.86178,15202.0234771488,15288.696829,14573.666475213
42,14428.0535167218,8638.19776498668,15861.6695037274,15285.271464,15202.0234771488,15288.696829,14440.2785976946
44,14309.9712990657,8611.24979864881,15861.6695037274,15274.391809,15202.0234771488,15282.573349,14371.4857384077
46,14274.6309212231,8587.17037368719,15861.6695037274,15248.806751,15202.0234771488,15282.573349,14242.0609044262
48,14252.8942243991,8566.20620817176,15861.6695037274,15242.697402,15196.5736049104,15281.290132,14070.6257848207
50,14222.922422172,8553.25631982676,15844.248120134,15242.697402,15194.9863745064,15281.290132,13846.9945960552
52,14199.4008072155,8538.39889688771,15844.248120134,15237.582325,15184.7194260727,15281.290132,13681.8127841772
54,14177.6470497516,8524.51007052228,15844.248120134,15207.469215,15141.6484768005,15262.896994,13468.3560259535
56,14129.9928527311,8509.56366885292,15844.248120134,15173.522144,15141.6484768005,15258.245273,13288.6224077296
58,14114.7021394464,8496.29435295104,15844.248120134,15172.01172,15141.6484768005,15231.300785,13133.6363223296
60,14042.0081578955,8489.96581474714,15844.248120134,15158.831774,15138.9290590208,15165.127591,12991.452253083
62,14041.9984576886,8480.15191861961,15844.248120134,15158.831774,15123.5812903345,15162.093715,12841.8876131832
64,13937.4027208842,8468.7112407462,15844.248120134,15152.893436,15110.6443131955,15077.621284,12699.1439430089
66,13625.4260642464,8458.48627696033,15844.248120134,15152.893436,15060.853306547,15072.666488,12533.2359721127
68,13512.9069897092,8448.85285629912,15844.2074834374,15152.893436,15052.9574016599,15072.666488,12365.3904505387
70,13377.7146997451,8438.02581640534,15839.0881141149,15126.697354,15049.2323077083,15072.666488,12143.0944016346
72,13150.7581172677,8431.89661406253,15817.1491612142,15106.901254,15049.2323077083,15035.398239,11961.7426769049
74,13018.169468044,8426.77866488853,15817.1491612142,15088.556137,15049.2323077083,15035.170052,11737.9043460338
76,12994.9169712106,8419.72927055751,15810.1272398805,15088.556137,15049.2323077083,15035.170052,11557.6701311924
78,12942.6374019982,8416.68458093501,15810.1140188864,15088.556137,15036.6689024734,15035.170052,11389.4971489428
80,12923.0922359298,8411.01884773204,15810.1140188864,15088.556137,15011.2768532765,15006.085371,11157.7294006246
82,12788.8947570144,8407.23033140128,15804.3660502221,15088.556137,15011.2768532765,15001.378134,10920.8435570783
84,12662.2319233021,8403.5207993509,15804.3660502221,15073.965203,15011.2768532765,14999.40283,10668.8885079683
86,12621.5548123771,8402.3091617917,15804.3660502221,15073.965203,15008.2063705522,14999.40283,10449.7339016896
88,12518.6735338446,8400.71907126313,15804.3660502221,15073.965203,14987.598516357,14999.40283,10265.8982293489
90,12203.7212284622,8399.04268941802,15804.3660502221,15073.965203,14987.598516357,14996.460308,10056.3763968586
92,11959.5976084039,8398.05446886533,15804.3660502221,15073.965203,14987.598516357,14996.460308,9719.28180095643
94,11800.0640871342,8397.26707204666,15799.8236940278,15072.646245,14940.4427236231,14967.765331,9524.37768565571
96,11759.4021955001,8396.49759663972,15799.8236940278,15058.360882,14939.8178376998,14967.765331,9339.58292460279
98,11710.9981397558,8395.52241837203,15799.8236940278,15053.315339,14939.8178376998,14965.840386,9132.17678554941
100,11675.8473241629,8393.56868751848,15788.445261199,15053.315339,14939.8178376998,14965.840386,8981.9029832555
