# FEs,APMTO,MFEA,MFEA-DGD,AEMTO,MKTDE,OTMTO,BLKT-DE
0,536373309.515732,414009889.090553,393062453.903747,528543558.238116,486126507.394417,528543558.238116,391756712.186774
2,25409774.5304912,24507183.7008626,72059166.295141,99491096.555141,88731624.4604158,121842332.32989,87232554.3290276
4,9832431.36496221,16131313.6326541,67984175.9397884,67624423.039613,69189176.6464884,87227232.385601,71300240.6288024
6,5476392.05345126,13179800.871943,67767701.4599854,50581997.123472,62512871.9619453,74366990.396699,60993718.257764
8,3760973.4756267,11741158.4934898,67763818.0209428,42284260.420933,57416006.0701637,67334288.931333,50900100.1893306
10,2886159.55482676,10898339.9231995,67459546.1906667,37380967.666465,47317732.2572627,61156776.448665,46138212.9892833
12,2430999.42939487,10171833.4598838,67459546.1906667,34430024.883663,42548958.8658399,54400164.27371,42392798.6772708
14,2046023.63161262,9587946.48878797,67459546.1906667,31109106.72505,41397608.2563833,49481714.371253,38532887.6090472
16,1769857.32079259,9159639.07513798,67459546.1906667,28915568.096957,39888043.5459523,47721190.397603,32668882.9750556
18,1542960.45264189,8785774.74647474,67459546.1906667,26627716.46188,38797152.0133797,44855409.76434,29085255.2122498
20,1344155.52944783,8389049.39231978,67434554.05901,24365313.688379,38486422.1233105,42091874.603593,28080353.1841992
22,1204436.96463735,8049478.56266384,67434554.05901,23640038.597109,37176697.6361129,41715755.412855,25690253.5530325
24,1093390.74043582,7799700.01040443,67225240.3355002,22854351.213782,35553570.1020909,38748623.873386,23306354.2044331
26,1012081.24245725,7545457.7771431,67180219.5127737,21334047.080336,35303222.1248429,36895502.630233,20800494.0687208
28,942436.176311422,7335052.13445036,67180219.5127737,20887291.405314,35234020.0737525,35087817.590872,19547667.242624
30,883545.138427906,7155897.75316798,67180219.5127737,20089946.947716,34400930.6932373,34607022.365074,17755083.7559608
32,834427.875535163,6971955.54351692,67171159.5938266,19967375.335605,32731713.0351108,33880322.611253,16898539.1044874
34,784464.28888311,6804415.06391603,67171159.5938266,18999566.331128,31447342.4281216,33684954.306573,15942255.2312762
36,748600.493210067,6614182.65880794,67171159.5938266,18693775.286129,31212377.0837944,30958933.536748,13924023.2465982
38,706872.177210983,6487290.23325626,67171159.5938266,18195242.120468,30628171.0502767,30604499.102703,12844530.8165709
40,670888.217111533,6345295.66092152,67160610.4692055,17309146.460793,30326452.7511229,29891403.832744,12204684.5581192
42,633537.699326381,6218730.69188778,67113994.787665,16244406.151217,29926812.0099687,29891403.832744,11442391.7136949
44,600522.430396585,6114245.05664368,67113994.787665,16059425.099177,29696741.716555,29517286.111599,10592998.5949723
46,580482.006244387,5990659.45443758,67113994.787665,15862047.866219,29215781.0796347,29517286.111599,10096164.8351578
48,556642.680734649,5857149.72166172,67113994.787665,15551023.291549,29184554.6131112,28376793.570112,9357918.0346543
50,532504.679580726,5766875.42717349,67113994.787665,15442091.870891,29005591.2814338,27201496.906565,8726911.06868358
52,516614.128565917,5666258.52139814,67113994.787665,15087628.435141,28676159.9166533,27201496.906565,8164350.21950795
54,501193.436465533,5586300.32663415,67113994.787665,15001129.629943,28378619.7659581,26300877.624521,7751288.24104458
56,485779.686177207,5507433.71705082,67113994.787665,14762508.020832,28378619.7659581,25857493.863325,7038843.29977464
58,470330.494730798,5427399.85334944,67113994.787665,14604925.322825,28378619.7659581,25357560.110411,6763437.91085185
60,452908.050953973,5352320.37723268,67113994.787665,14330561.452931,28358079.589048,25103914.573534,6478332.35276621
62,439431.877745405,5267121.16836058,67113994.787665,13869555.840731,28350639.2992306,24751265.000319,6183410.40271852
64,426509.138783262,5179474.59488624,67113994.787665,13699131.829358,27956306.7698059,24044287.402836,5921054.15521534
66,411005.599445684,5111819.36945375,67113994.787665,13698652.261761,27444457.4333209,24044287.402836,5433917.048899
68,399386.971867673,5023197.16547329,67113994.787665,13497309.01181,26686742.4362811,23556954.119821,4860876.48101342
70,388603.454338431,4914272.02192197,67113994.787665,13361757.654359,26686742.4362811,23556954.119821,4654460.60120458
72,377962.098313456,4832219.2458552,67113994.787665,13244681.405079,26686742.4362811,22961326.841422,4382251.19124339
74,361622.34316467,4777646.79259376,67113994.787665,13033863.096921,26295075.049078,22837742.937923,4042380.321805
76,347287.935849023,4719014.90550007,67113994.787665,12756829.783205,25955651.1056675,21950943.014617,3847094.57658193
78,336180.077991985,4660229.42753147,67113994.787665,12481868.745803,25022371.3469644,21950943.014617,3751531.65518582
80,326691.76484713,4593733.03553719,67113994.787665,12267627.41384,24753686.4762463,21950943.014617,3667739.11803273
82,318745.520325869,4532935.68584658,67113994.787665,12079869.802557,24620139.3286952,21950943.014617,3557387.64595652
84,312288.672884821,4482199.18066453,67113994.787665,11834925.355096,24620139.3286952,21950943.014617,3418184.28021047
86,307120.181046586,4434166.76507598,67113994.787665,11540428.90195,24360418.379338,21950943.014617,3358711.54494438
88,302114.878390417,4395446.20491151,67113994.787665,11324260.183046,24119424.3677103,21753895.164763,3285814.74342365
90,296935.440716912,4349653.45722138,67113994.787665,10838450.383969,23885100.9711542,21510837.073999,3209072.7587671
92,290803.719760842,4299687.91251933,67099941.8581825,10651567.889248,23712734.1328104,21510837.073999,3060999.20799603
94,285211.421206731,4261562.79441551,67099941.8581825,10499372.368543,23712734.1328104,21510837.073999,2989389.98553502
96,279934.908771063,4223720.25836079,67099941.8581825,10445771.809016,23315268.8347045,21451764.825333,2861638.60727787
98,273246.591725952,4189407.79833159,67099941.8581825,10314650.116961,22982031.3900752,21179024.309168,2787533.77093222
100,266788.330985271,4164745.92858051,67099941.8581825,10314648.401744,22982031.3900752,21179024.309168,2713088.07931498
