# FEs,APMTO,MFEA,MFEA-DGD,AEMTO,MKTDE,OTMTO,BLKT-DE
0,20771199.3392108,14632294.6008108,14622434.5955677,17704972.2629616,28141120.407258,17704972.2629616,10736966.7061889
2,439194.591453072,366598.646717432,134123.782037942,1443639.805591,811160.487394586,1540402.349351,962298.422177877
4,170402.048113101,243298.619778602,93486.1074146667,1078615.11418,510668.850527264,845103.317308,770056.031821684
6,90817.8982445201,176823.423637262,83632.4052782701,738192.265226,414472.768793679,617763.08161,608323.578376922
8,72089.2410413844,145455.296810333,75593.5132154962,433709.173882,333781.046092481,475369.323494,503645.146529723
10,55540.2260903881,123739.858704245,73965.7300955596,352611.196434,276401.155190212,406362.190108,370092.709843684
12,48562.9584103716,113047.584070247,72429.0820995643,315336.462018,251483.997908468,375203.914642,305992.959431936
14,44843.8362422953,102608.137047383,71366.8078567617,279917.399982,222012.910324719,328716.155359,256200.681463287
16,41335.6513919626,97472.3939558244,69902.8772608777,251043.583363,216471.715341565,295546.712538,221103.351785229
18,38933.103323117,91738.3016484888,68909.8135415532,234836.45004,187957.20666719,279688.30202,203531.83280922
20,37679.3961941609,86135.932570207,67779.7970780647,204926.732423,176138.164658504,251553.387524,185112.220039631
22,35852.5409862201,81135.7674298118,67338.3989202162,181321.246308,167869.378011459,243532.416466,158655.855046591
24,34331.0350384615,76812.7125797357,66380.4187204847,167692.573718,160115.279338085,225951.125842,153182.039935855
26,32905.5239209543,73943.3883815382,65626.9345428338,157675.817277,148498.374784846,211714.902608,135799.177459107
28,31808.2060419746,72072.5488773244,65115.3640746153,147151.311773,145652.872721203,205990.057332,133377.38027697
30,30108.5805211601,69078.8432480853,64027.5438756029,137498.039668,142565.368482047,193026.495901,118037.558791673
32,28942.5106132469,67955.8118407693,63463.2634846221,126680.670917,137353.112156118,189630.585399,105436.978931601
34,27913.9631464205,66928.1003533737,63121.0789293354,122201.039579,132342.026686433,161586.274773,100641.649091899
36,26779.2865661102,66248.3526131751,62448.7326996874,119963.092911,131810.645053116,152279.597411,99060.2034711182
38,25809.4085318843,64184.3646211878,61935.3698140702,111047.369863,129806.119829031,143455.961278,92124.3279370268
40,24714.3639131997,63268.5309801424,61601.4051968745,106973.047709,124371.686099942,135853.969765,84375.1642210093
42,24066.6237953638,62166.2586119257,61068.719471087,103525.87974,121180.751763497,129011.244778,75762.7709788535
44,22948.9220274534,60404.422787567,60803.3371021993,92520.786322,117239.23999304,124763.052733,74689.1491011472
46,22204.6405795176,59777.234484742,60326.3513191969,90295.398746,110335.282563009,115083.204072,67691.1190328406
48,21651.0840924278,58730.1833112047,59975.7713124771,84650.358738,105505.453015129,110909.063816,60995.9651080713
50,20835.8714889821,58457.1718849111,59742.987497565,84650.358738,104370.21931345,104391.47891,60231.7393085789
52,20049.7420445604,57655.2897114637,59379.8960509368,83736.590473,99616.4977249137,100273.934478,59418.7731394649
54,19270.247402922,57269.266044533,59064.1592005026,81465.652918,99488.625515737,100110.240755,57041.4211894976
56,18570.8458232246,56688.5534688657,58618.7737035473,78524.142166,96573.4125422479,98989.414792,55874.5110438012
58,18061.5367761801,56079.8230808255,58399.5941969205,72631.596722,95074.3256940261,98235.101506,55022.7755914916
60,17437.2276509152,55667.581909098,57885.5717991819,72186.869837,92126.6760153172,95790.609996,52765.8894334457
62,16950.6948176436,55255.9821936986,57540.1868852108,72186.869837,85926.7791853113,93914.426663,51464.6889405745
64,16589.9240857338,54499.5335068475,57198.7820668831,68372.826668,83729.3276788694,93174.395026,50807.843148807
66,16201.1858717076,54397.5837088964,56903.294770857,68075.704651,81262.5042409511,92128.85441,50555.2405007072
68,15671.5593289721,53640.1196687595,56495.5321014296,65741.378176,78204.5291107594,91548.820296,50124.0084125901
70,15260.0204368716,53385.4239136066,56234.2768265072,64500.623028,77936.5498067236,91320.291897,48083.676277651
72,14768.6161886773,52804.1895259415,56009.9006374661,64500.623028,77936.5498067236,88655.798129,47432.4128737622
74,14473.4469554128,52236.5517147678,55548.639458534,63267.900719,76402.818387905,87340.867541,46960.8101544732
76,14022.9097368224,51831.3544619698,55263.3277966532,61401.773042,76402.818387905,85944.769006,46425.2615174463
78,13701.3993522719,51385.538927227,55007.4336272079,61138.164607,75571.682064493,85383.289215,45178.4588915658
80,13262.2435071808,50643.1556182505,54711.537672653,61138.164607,73648.8827808886,85029.879124,44833.9468823104
82,12769.2934458159,50383.431615296,54459.8744032227,61138.164607,73327.9893792973,84213.706749,44156.6687938806
84,12454.2603728202,49846.9567709213,54233.8427119557,59679.176786,72743.114729962,80559.999595,43347.7651221198
86,12034.2907168407,49665.217055909,54041.5800357812,58746.425161,71618.4343819416,78858.084384,42902.469910235
88,11614.7579173096,49362.4150702534,53773.1806256799,58534.6279,70181.3515352386,78858.084384,41472.239532966
90,11355.6834575026,49026.6273341324,53334.641188919,57979.082884,70181.3515352386,78858.084384,39851.6021672696
92,11097.4262552749,48909.8293563599,53198.5968755257,57570.916754,70181.3515352386,77554.913437,39492.0900720705
94,10840.5152324272,48699.5276834471,52896.9639435859,57477.866082,68030.7087750163,77554.913437,39012.6559546657
96,10645.8741701548,48318.6358773444,52721.1966006393,57065.180348,68030.7087750163,77554.913437,38405.5919612602
98,10423.6614241037,48056.047613877,52508.6283263603,56501.732686,66509.15465655,77554.913437,37999.9349336501
100,10104.690624644,47993.3480184358,52353.1887825047,55663.362754,66493.468107925,77554.913437,37708.3835105395
