# FEs,APMTO,MFEA,MFEA-DGD,AEMTO,MKTDE,OTMTO,BLKT-DE
0,764048895.968323,543978625.75628,622727367.668039,724344830.795506,735463163.180158,724344830.795506,526080905.597337
2,41935717.2057676,42363673.0619055,4560715.79552657,202875589.535598,61459826.5488916,240573377.012424,183264608.10292
4,15426414.5652076,25542028.6286814,1737421.69205821,133334198.085411,34928845.4438562,185029491.593089,137328881.263307
6,8111307.96634437,20097920.6517837,1066481.90307178,106865332.397091,25810590.5852888,159324327.129945,120350800.347393
8,5338880.31789069,17481537.6248656,844819.336256366,90454570.999787,21836999.4772096,148395341.126207,111068606.471944
10,3878102.80060657,16040611.2656846,754588.454206225,83848439.559285,20327017.9606592,133795088.941331,97141975.7732374
12,3201985.51840095,14692525.4697422,689726.069071442,73853013.900873,19057501.8857217,126493233.627407,82700927.3298039
14,2774851.89354075,13679862.467595,654099.139198274,68057673.072285,18287935.7715409,119826793.662787,75492935.727725
16,2483625.0507977,12913987.0613519,622031.148930794,62426981.956598,17225610.931807,114186479.842203,63327394.0486294
18,2255329.07175452,12226837.9235586,588178.724420523,59430979.676944,16361353.1519573,113054940.602978,53602087.0044226
20,2049239.17474084,11705027.0751883,563871.753071792,57933216.503891,15558437.1671292,100135449.049627,47677632.9138804
22,1876517.58485781,11164851.5871603,546373.275155784,55548190.003801,14653356.3156567,95636403.525591,39151363.6639019
24,1717242.06733342,10711360.0990147,529298.145944809,53956898.269618,14253877.5917961,94049771.84264,32928003.0697802
26,1566084.95978707,10273365.9971023,512019.045436192,51199674.290685,13681237.6170718,88104762.367748,29150399.0004013
28,1422919.7698138,9931622.07773646,498836.976789309,48036232.170475,13259652.6785752,84509892.740577,23803390.094556
30,1300794.69596794,9589351.41869476,486020.83403403,46073754.125796,12924810.1437323,81668134.944004,21128136.5167853
32,1197779.43738127,9318115.12915309,480457.266581309,44620644.242624,12714482.4837873,78672832.487761,18901716.3184621
34,1106972.99501794,9056452.79955973,469662.886468532,42929761.258937,12137749.8048531,78356550.610998,16183265.5631993
36,1023734.63328121,8763112.14035987,458339.69026855,42112944.327715,12039832.9920048,76235799.469081,12918267.1741122
38,965540.468160483,8465186.87979026,451775.809380007,39467878.176547,11814829.3193562,74787024.262825,11105959.8457452
40,915762.819933293,8239757.19170729,443564.506197369,38374022.699404,11714973.2252568,72511932.494535,10224664.1066054
42,874936.37380872,7997563.4649328,431715.086271708,37044298.363118,11276323.7899194,71388373.417123,9198076.88453165
44,840140.220954763,7776309.8618519,426347.903242965,34910760.873689,11152191.3124253,71140849.387673,8459058.93694536
46,805995.142764954,7572997.90383306,418601.788097937,34730516.94457,11146189.2185935,70670028.956173,7796679.04377101
48,771172.700645998,7372617.46609065,411654.436277427,33234321.136802,11104182.2380099,70654730.414965,7124050.69574411
50,742281.602061328,7225657.64150088,406883.827788186,32164886.934288,10877942.2908466,69914409.223333,6983350.6099917
52,719616.099606904,7067567.99625189,401959.819828388,30967379.285378,10667093.2960711,68566108.783259,6552760.00129557
54,697080.337363678,6897331.62484432,397158.566106791,30806137.696531,10600738.166578,68316277.534464,6345483.69659586
56,675183.142541617,6759098.6259466,392003.474163539,30082602.425464,10509186.6932349,66842949.427561,5829175.49125764
58,656473.932172159,6601873.93912,388602.145954159,29497579.00849,10402732.1639608,63662266.80404,5607629.17216392
60,637592.633469306,6447193.30803324,383272.020180379,29497579.00849,10177814.6795128,62211873.971701,5434005.7825532
62,618621.674038656,6295538.29054421,379895.88732714,29127185.982566,10127452.7371671,61560204.776375,5196865.77538796
64,602416.074389676,6190522.07817788,375716.062318966,27993788.072885,9872288.41059216,60501465.822787,5032006.76378128
66,585539.750638484,6076683.18285651,371913.998350588,27011471.479273,9703756.98549589,58647478.979915,4910259.68336173
68,571405.795911771,5963429.82797037,368212.380162057,26465479.78048,9491512.88240388,57567896.468935,4685640.66950367
70,557275.789087319,5858823.6493779,363988.815409319,26314259.480038,9307942.01340598,56854790.465566,4597963.2060383
72,541532.495790756,5766532.95649557,360908.359066028,25081270.354028,9234050.4213017,56333135.798457,4473873.02932337
74,526461.010658067,5671268.94339219,358442.379082812,24855590.594726,9234050.4213017,55737174.621877,4332357.44884303
76,513083.125936017,5585530.42937289,354225.646324762,24613696.980791,9090506.28175576,54026386.670858,4200554.02265031
78,503125.133014885,5495275.23350934,346506.564101666,24148490.68228,8996608.49487223,54026386.670858,4101001.17751027
80,492819.620780488,5394709.70373785,343341.116258364,23705292.678049,8996608.49487223,53940882.959764,3953495.316556
82,481684.049560227,5312686.99435458,334985.014180907,23705292.678049,8913599.44443533,53319191.789317,3908034.70877189
84,471269.383590808,5230432.18792118,332814.095735345,23705292.678049,8872127.2085399,52265385.344769,3825317.74358859
86,460447.85065584,5156470.36154636,330316.03257146,22631229.592296,8872127.2085399,52265385.344769,3689236.51729823
88,449136.927351211,5072137.68119818,328557.217300597,22599301.166923,8872127.2085399,51879212.694449,3645071.13803134
90,439644.164803702,5009436.18221859,326093.026271717,22204256.255889,8779473.86337039,51478838.303521,3588273.77438788
92,430241.119767738,4941474.48359128,323619.886788336,21443172.280096,8690553.60432306,51478838.303521,3535889.17719082
94,420589.273272495,4882661.55049259,321002.413293977,20783437.97187,8499878.17991566,51436461.568796,3500313.55690945
96,412200.244258263,4820799.61235613,318018.208446736,20561811.174494,8418143.44290287,51375482.507491,3443625.94928157
98,403097.827186514,4750350.28953357,315507.897676441,20340788.862968,8271341.55729093,51085118.281155,3375760.00861146
100,396211.32579224,4691048.90207065,312872.169402121,20321556.688062,8271341.55729093,51030818.248192,3308767.71606108
