# FEs,APMTO,MFEA,MFEA-DGD,AEMTO,MKTDE,OTMTO,BLKT-DE
0,21.3745683964899,21.3420693327308,21.350796182255,21.3877921381831,21.3975255300417,21.3877921381831,21.371665431736
2,19.4695556176325,21.0825094311806,3.22796393651288,21.269657,21.1793761422697,21.080505,21.2581288526199
4,15.1545923012422,20.9682875791703,0.883043505324094,21.245369,21.0565067710928,20.973488,21.2419335900526
6,12.6760149291499,20.8117562486626,0.169454576742041,21.22654,20.9158804473796,20.782501,21.230974281824
8,11.2901344600744,20.6324759061419,0.0701227227082211,21.210635,20.7573478592229,20.423635,21.2222548231984
10,10.1685065712898,20.5108565932892,0.0306762685568775,21.208638,20.6321490758995,19.890679,21.2123546193037
12,9.46139873100195,20.3257845227446,0.0184397718146709,21.17827,20.4983987440772,18.653459,21.195584274089
14,9.17112028154379,20.1605529051351,0.0142746789733514,21.169894,20.3368970014402,17.442565,21.1922500488995
16,9.00761723655813,19.9822776094265,0.0122161503868953,21.158411,20.1696388356653,15.623,21.1620820903031
18,8.9366305232187,19.741130382683,0.00676631670726954,21.141194,19.8938485428796,13.953373,21.1166093707356
20,8.90764836719366,19.6056202186984,0.00300847650665729,21.106445,19.6240705719781,12.325072,21.0648394804348
22,8.89375656242329,19.4652317495321,0.00256176223588647,21.092136,19.3598286068365,10.535342,20.9684081005751
24,8.87182344833878,19.3569606698331,0.0020384462687136,21.05242,19.0137707822549,8.962396,20.8773534627679
26,8.85182929727378,19.2624113237831,0.00162644783546918,21.035424,18.6185000992129,7.326198,20.7300016896368
28,8.84116644133883,19.209635908348,0.00156034953700234,21.009016,18.1909232129816,6.28978,20.5120309472525
30,8.83665390604198,19.1656025799286,0.00125980676441906,20.987077,17.8295147398989,5.456984,20.3090765165136
32,8.83582839109957,19.130453081122,0.00112955349972778,20.970702,17.3589266434781,4.592116,19.9781847499546
34,8.83480959685383,19.1122383249694,0.000988935179373307,20.905348,16.9799368133723,3.942748,19.6962143953671
36,8.83475218898639,19.087703464281,0.000727638922416614,20.87447,16.4989730728882,3.295114,19.2507641054968
38,8.83473481459599,19.0639411228008,0.000640380459996178,20.799277,16.1591314771523,2.791242,18.9232543249982
40,8.83472211810718,19.044792621927,0.000614367758407811,20.713355,15.6345435777074,2.415581,18.6372231575194
42,8.83471991253549,19.027652225416,0.000510809413244514,20.598816,15.1408496932942,1.964933,18.2671779208706
44,8.83471834937499,19.0118382790803,0.000381364697896143,20.492329,14.6543395545778,1.542483,17.8990469708458
46,8.83471825266798,18.9851194020919,0.000375586230054795,20.424125,14.2661136322034,1.231393,17.3421064280673
48,8.83471820797712,18.9684779064799,0.00037053398897798,20.309118,13.7668056440162,0.945019,16.8833213282767
50,8.83471818541462,18.9497130567798,0.0003521975499399,20.168847,13.257501696976,0.723608,16.3876213317873
52,8.8347181837609,18.941368579491,0.000321583325423743,19.992452,12.8181238665215,0.570948,15.8173563979933
54,8.83471818288389,18.9232113900849,0.000282298955265444,19.849645,12.3198676209871,0.412208,15.3322500318397
56,8.8347181822188,18.9077045253615,0.000278663802750915,19.638053,11.8610824791228,0.307737,14.6818134705043
58,8.83471818210225,18.8922411241235,0.000271197495561459,19.475185,11.4780515645451,0.230377,14.1315916225741
60,8.83471818208112,18.88070867644,0.000206205944634933,19.240662,10.8741455459892,0.180418,13.7197254535659
62,8.83471818188977,18.8692101194232,0.000201468780424285,19.03505,10.4896868655142,0.143305,13.195058474023
64,8.83471818180954,18.8553469794959,0.000185690557544938,18.836037,9.8853603980218,0.119479,12.5811264257734
66,8.83471818180805,18.8489083579551,0.000144064480803093,18.586067,9.53662114411622,0.101908,12.1491382759114
68,8.83471818180764,18.8356381006465,0.000132800312504896,18.24282,9.14908985952762,0.091792,11.6410543648245
70,8.83471818180745,18.8101547829268,0.000132541669357226,17.949012,8.6723225126637,0.081275,11.1198095117637
72,8.8347181818074,18.8004407492756,0.000129258038401344,17.694747,8.3029197384882,0.074691,10.6932214329472
74,8.8347181818074,18.7919986284456,0.000125095469040263,17.348569,7.94760660891578,0.069056,10.2923593318502
76,8.8347181818074,18.782332775241,0.000125006580379328,17.057197,7.59499702072139,0.065418,9.90776790262659
78,8.83471818180739,18.7688265263714,0.0001170913639949,16.667215,7.32737370393622,0.062144,9.54055177846713
80,8.83471818180739,18.7581360393838,0.000112877104832817,16.356856,6.92403385874134,0.059296,9.1338279337727
82,8.83471818180739,18.7496238586032,0.000106964873293987,15.987457,6.67352695644532,0.055975,8.7954263950164
84,8.83471818180739,18.743217563807,7.57226997679439e-05,15.594834,6.3694995765418,0.051927,8.46656544620212
86,8.83471818180739,18.7387441734745,7.04549932780315e-05,15.162072,6.14480369552503,0.048729,8.18358829990926
88,8.83471818180739,18.7329989541645,6.91062376764862e-05,14.817696,5.85645211959768,0.045463,7.82524869540068
90,8.83471818180739,18.7186322533246,6.73906717887363e-05,14.471051,5.59812070597896,0.043763,7.56974227047222
92,8.83471818180739,18.7098235956865,6.73028013870554e-05,14.145533,5.33003612349863,0.041803,7.38761977538817
94,8.83471818180739,18.7007400400038,6.73027415933447e-05,13.683599,5.14349363841554,0.041638,7.11059116079009
96,8.83471818180739,18.6949369495094,6.71614163383201e-05,13.269317,4.88531732383103,0.041132,6.88981615794979
98,8.83471818180739,18.6875057697604,6.66453622940229e-05,12.878698,4.68162045776325,0.040821,6.62746668614858
100,8.83471818180739,18.6824496277089,6.6599096932111e-05,12.438508,4.46213490674761,0.039496,6.33415538350369
