# FEs,APMTO,MFEA,MFEA-DGD,AEMTO,MKTDE,OTMTO,BLKT-DE
0,372177184.68176,414009889.090553,393062453.903747,528543558.238116,486126507.394417,528543558.238116,391756712.186774
2,32969796.509957,24507183.7008626,72059166.295141,99491096.555141,88731624.4604158,121842332.32989,87232554.3290276
4,11996779.8837964,16131313.6326541,67984175.9397884,67624423.039613,69189176.6464884,87227232.385601,71300240.6288024
6,5841339.59539476,13179800.871943,67767701.4599854,50581997.123472,62512871.9619453,74366990.396699,60993718.257764
8,4034294.42418114,11741158.4934898,67763818.0209428,42284260.420933,57416006.0701637,67334288.931333,50900100.1893306
10,2885014.88985438,10898339.9231995,67459546.1906667,37380967.666465,47317732.2572627,61156776.448665,46138212.9892833
12,2307288.18380678,10171833.4598838,67459546.1906667,34430024.883663,42548958.8658399,54400164.27371,42392798.6772708
14,1887732.01285313,9587946.48878797,67459546.1906667,31109106.72505,41397608.2563833,49481714.371253,38532887.6090472
16,1567283.78473089,9159639.07513798,67459546.1906667,28915568.096957,39888043.5459523,47721190.397603,32668882.9750556
18,1364737.77932187,8785774.74647474,67459546.1906667,26627716.46188,38797152.0133797,44855409.76434,29085255.2122498
20,1171669.78093944,8389049.39231978,67434554.05901,24365313.688379,38486422.1233105,42091874.603593,28080353.1841992
22,1059808.23262913,8049478.56266384,67434554.05901,23640038.597109,37176697.6361129,41715755.412855,25690253.5530325
24,948289.048781846,7799700.01040443,67225240.3355002,22854351.213782,35553570.1020909,38748623.873386,23306354.2044331
26,828758.480338398,7545457.7771431,67180219.5127737,21334047.080336,35303222.1248429,36895502.630233,20800494.0687208
28,740250.728938112,7335052.13445036,67180219.5127737,20887291.405314,35234020.0737525,35087817.590872,19547667.242624
30,666530.275986614,7155897.75316798,67180219.5127737,20089946.947716,34400930.6932373,34607022.365074,17755083.7559608
32,614196.440695495,6971955.54351692,67171159.5938266,19967375.335605,32731713.0351108,33880322.611253,16898539.1044874
34,567663.276776378,6804415.06391603,67171159.5938266,18999566.331128,31447342.4281216,33684954.306573,15942255.2312762
36,528056.556312156,6614182.65880794,67171159.5938266,18693775.286129,31212377.0837944,30958933.536748,13924023.2465982
38,488317.67928196,6487290.23325626,67171159.5938266,18195242.120468,30628171.0502767,30604499.102703,12844530.8165709
