# FEs,APMTO,MFEA,MFEA-DGD,AEMTO,MKTDE,OTMTO,BLKT-DE
0,30.1163072018821,30.1668718217454,30.3431286793019,31.1193504644208,30.9745701292682,31.1193504644208,29.5932524069071
2,4.88946435974729,5.23537644878388,0.833945068848667,21.501384,3.65306515040409,10.970402,16.145599786157
4,1.48806963173494,2.66221355337292,0.190057308173261,16.227005,1.83379452008593,5.655036,11.9554591759939
6,1.11146780261209,1.66032178132471,0.00818214494531268,11.20599,1.28004981908762,3.848175,8.76840591101566
8,0.965848452416643,1.29191970615125,0.00030682545500786,7.559735,1.1188654639345,2.575091,6.52808143638639
10,0.685685046861776,1.1448932025268,2.29112800270529e-05,5.470363,1.05944050728271,1.915421,4.96627922101194
12,0.435799583134051,1.07243861696206,1.05574243716156e-06,3.852353,1.02004285674261,1.50661,3.82695886837115
14,0.25618057309477,1.03450466781881,8.35851719616088e-08,2.831867,0.970925404253717,1.281432,3.14903241080622
16,0.136171970080134,0.970833954288332,6.12583189729676e-09,2.174888,0.919550412945773,1.154435,2.57812995393841
18,0.0772286144548772,0.873649617839103,3.31109957970218e-10,1.764658,0.861555281453495,1.097564,2.1655366167588
20,0.051224501256567,0.772836668042994,1.93331202898624e-11,1.484519,0.812761875011148,1.054607,1.8540856134998
22,0.0320775727626695,0.692496146608299,1.64438462846306e-12,1.315775,0.762129420043041,1.032197,1.65798882956263
24,0.023657145590133,0.627714371666034,6.18246194979596e-14,1.216339,0.686209512009804,1.004639,1.49777086219661
26,0.0169193433509372,0.572981405148373,5.79906493195873e-15,1.146877,0.652710250105633,0.972205,1.38152729334398
28,0.0135625211268525,0.522775093292794,2.18343861509614e-16,1.106321,0.613113297743715,0.921607,1.28303944791989
30,0.0118509883965632,0.485774960805026,0,1.079063,0.555466985658935,0.874611,1.22167478912767
32,0.0108699518520886,0.453465056338737,0,1.06225,0.501172976771731,0.836496,1.17580737172466
34,0.0103113943509959,0.423267197796602,0,1.049224,0.443819598781519,0.777591,1.13148460888749
36,0.00952654892218652,0.394900682844408,0,1.038607,0.408396959728866,0.744133,1.10340326472628
38,0.00921112013053465,0.368839205156614,0,1.014125,0.374313117323809,0.721016,1.07825836147579
40,0.0088874357057792,0.349123926367584,0,1.00257,0.340391125383408,0.689355,1.06403516846984
42,0.00874846878791446,0.32944954601966,0,0.984956,0.293132396226536,0.655638,1.0483733992288
44,0.00868687604342459,0.316189586967906,0,0.964769,0.261304047159101,0.60469,1.01980384389424
46,0.00865116633143495,0.305175115315126,0,0.94387,0.223477804932828,0.562448,0.990085364737629
48,0.00860438267006932,0.290443521763939,0,0.916802,0.187946865435889,0.529681,0.964640234169037
50,0.00856910632497085,0.280434132418566,0,0.878415,0.157306841054587,0.483777,0.935058572624351
52,0.00855874319871081,0.268327068001216,0,0.84993,0.127807427928729,0.463729,0.905687068182126
54,0.00855211778223051,0.260693798120919,0,0.813913,0.0953946621409309,0.449727,0.874025277740427
56,0.00854843059532569,0.250023221023006,0,0.793755,0.0684353915522917,0.432513,0.826741093045513
58,0.00854519900293261,0.24237796293893,0,0.765858,0.0496141080381548,0.396976,0.783156421009838
60,0.00854277057296763,0.234546563716754,0,0.732581,0.0354254187494075,0.370109,0.743150050469655
62,0.00854153444112304,0.228980546202999,0,0.683304,0.0242284554804082,0.343225,0.692386895363511
64,0.00853763011296798,0.223002077971393,0,0.651568,0.0192962494996904,0.323997,0.637352639637477
66,0.00853581340009429,0.218077280655616,0,0.603538,0.0161772500142139,0.296315,0.579956167808622
68,0.00853524700642534,0.211110225244754,0,0.555548,0.0103159484562725,0.276867,0.519216380432529
70,0.0085347973117387,0.206693504197963,0,0.52758,0.00591276942162672,0.254202,0.473030726295582
72,0.00853408519948529,0.202557098312774,0,0.495624,0.00362204411239413,0.234859,0.429539841016185
74,0.00853390756624465,0.199425509986783,0,0.455824,0.00261344661039105,0.209881,0.370995962733362
76,0.00853379480607552,0.196874620045248,0,0.405193,0.00188095782067772,0.19667,0.321532037401222
78,0.00853363351254631,0.194048751740676,0,0.364237,0.00146964996894875,0.173844,0.287824035777196
80,0.0085335751306701,0.189706634639258,0,0.344278,0.000831360052286926,0.148533,0.256225691729816
82,0.00853342775187917,0.18597058005041,0,0.317512,0.000693430462595279,0.125725,0.223349463062304
84,0.00853335624683006,0.183347491429047,0,0.27111,0.000459048428398301,0.109179,0.188324732958577
86,0.00853330937254913,0.180854186971037,0,0.246044,0.000350031579097757,0.088363,0.162432295879459
88,0.00853323901364259,0.177722203796081,0,0.223292,0.000216349412015856,0.071661,0.138166092195029
90,0.00853319948466084,0.173473561832681,0,0.208493,0.000138718199246575,0.044996,0.122146628922276
92,0.00853318286886256,0.171841027708397,0,0.180788,9.37330499961401e-05,0.035147,0.0938390892237645
94,0.00853317530335493,0.169470677597482,0,0.16537,6.85490548144374e-05,0.027424,0.0805482130878752
96,0.00853317114765836,0.166200836906048,0,0.141556,5.25515110024373e-05,0.020891,0.068111360249035
98,0.00853316893546982,0.161062007549184,0,0.121992,3.56083981536415e-05,0.016027,0.0578784354590718
100,0.00853316566241138,0.158430819661497,0,0.10319,2.54421610304941e-05,0.011909,0.0491733646321162
