# FEs,APMTO,MFEA,MFEA-DGD,AEMTO,MKTDE,OTMTO,BLKT-DE
0,3751731228.20147,3443526435.76818,3327244914.14082,3779978315.44453,3484292671.95072,3779978315.44453,3456731055.82963
2,130895314.352119,132314012.084229,1598072.62205198,2086032236.07169,52041435.0914268,602810084.514648,1188882052.38564
4,3223294.01463823,25363442.5948847,676215.61421058,1177582210.69485,7162440.98458344,204742249.440762,643470783.43552
6,428674.226193956,5790435.55651372,444377.101367011,570387573.931558,1159946.16178255,83294000.786576,362094576.219584
8,93216.3287138962,1410658.09712961,300530.058434352,331530100.263959,219738.75327814,30079606.814583,233374559.353455
10,18193.0643691177,439614.020278055,271296.046893944,141744256.417873,68974.1973596331,12414829.655998,150058197.408874
12,7191.81839959644,161913.941422624,266301.58209685,72395432.149937,27557.5736033055,5097552.484992,86524885.1619313
14,3774.57116318616,74046.6600515772,209541.710495859,35379319.374023,14769.9253505805,1653768.476209,50871106.3973232
16,1982.6639047276,38749.8721117068,205498.686686166,18263492.943739,8846.91772625806,648158.551994,30539239.1635165
18,1068.3239074938,20907.405544041,200378.072724178,8400877.108392,5817.7180028909,244417.990575,17624947.5580416
20,852.40591387833,13648.8656698479,187871.04929349,4117077.049853,3910.59054609187,121620.702365,11504540.0446479
22,637.623793452273,9096.62774875799,187870.485987641,1945360.500717,2930.64080581728,53157.932979,6724343.3945734
24,429.063579027917,5974.4470208441,171156.980913745,1034729.100834,2157.44523221936,27049.886039,3865793.40797865
26,329.841367196486,4179.49029847991,171154.206055101,506328.91502,1797.55364076376,18056.645454,2568097.22516237
28,292.358531437411,3223.4623002655,147568.683034183,264140.44878,1477.88986282247,9880.707985,1567406.32037546
30,269.834648971014,2583.52445678268,147560.901258129,151378.865408,1219.16422092438,5896.106536,979993.770816896
32,254.065848028762,2178.70252099821,147560.792412575,94269.947519,1011.10851260228,4062.703294,557981.737979526
34,240.59603179494,1842.93967400935,147560.676684516,60341.067994,799.880860968921,3030.963259,353692.486335816
36,231.050972148205,1567.31254586642,147559.544035089,39706.511179,695.443086825175,2369.247325,250351.760492515
38,223.623004385864,1396.03631827621,140257.145433147,28565.592748,622.752777690734,1876.056575,179109.358154408
40,208.63811048878,1286.88830841883,138126.969338038,20873.16472,545.692720008336,1472.509458,125387.293897319
42,193.887158334395,1186.58188640986,134343.658719349,16875.995797,442.836995053092,1185.963444,81415.7968418992
44,188.371941378838,1111.44269512995,134342.441932461,13616.80487,365.614476057697,996.328671,62884.42782259
46,185.462798891175,1038.57127404923,133330.027735294,11203.876821,304.906717239044,879.606591,43699.7749470337
48,183.162162504914,958.634945758105,133328.588661082,8778.487331,250.926939556144,776.492329,31744.4400837811
50,179.447793229936,874.382174437264,133327.448118184,7574.601809,217.967921446671,682.283246,23624.2150311992
52,176.124767244956,827.26294563337,133327.421861532,6515.219904,192.007927614153,623.25305,17237.0766856304
54,173.706923120569,795.207763764639,133323.352395715,5549.759607,170.322063661848,569.338974,13253.9254810553
56,169.109833816606,777.431522376353,133323.292744054,4576.943828,157.369149517156,520.539072,10880.3099728469
58,163.197438240363,745.365706288406,133322.566087628,4007.890307,135.004638693184,477.816406,7915.46115090572
60,144.318909001337,720.583503727848,121686.839794367,3473.949391,118.037266775117,441.597317,6666.58098579317
62,139.716436010714,709.450509781338,121686.731706182,3044.757108,98.0632588053168,394.807468,5484.91769984755
64,138.372769904808,694.122922746992,121685.871351819,2713.089307,86.9637983834979,357.724351,4104.19366187777
66,135.409927883109,683.112396556937,111315.632647209,2368.461717,76.4683278409257,328.183262,3333.08375507927
68,134.194457235809,668.622324508253,110118.34009908,2072.327251,70.5200225059957,295.38056,3009.92892439305
70,133.558817343876,656.660155942783,110118.299107914,1808.097931,63.3327097426794,274.090046,2622.3174678283
72,132.483383061878,638.157973261724,110118.253870933,1602.845379,59.7280423457075,253.993204,2118.99931750425
74,130.150401066063,590.415264680694,110118.011012001,1417.103652,55.7747549692814,231.333122,1808.61171581847
76,125.679722251835,575.917441537703,110104.723389084,1251.599793,54.1964865054661,209.297331,1549.79682893237
78,123.462080077259,559.55208960408,110103.832466358,1148.371777,52.6358868797416,194.37311,1258.74275741318
80,120.543346680076,551.002994460335,110103.659533219,1059.215711,51.3447991296759,177.523269,1064.87944124108
82,116.288467262275,506.678091699961,110102.320010763,936.071136,49.7535024187771,164.295599,902.985929106425
84,115.522597808922,494.360154789667,110102.23785714,818.893888,48.9744772487294,149.199415,730.908303926331
86,115.33685532115,480.766377297661,110102.188825409,744.87607,48.1830872108679,136.152749,572.052034811657
88,114.934246371903,473.414172003608,110101.965430846,669.595231,47.790300172199,125.166786,479.755028731676
90,113.233047139461,468.373424823118,110101.898341355,595.612663,47.4510658811182,113.78135,403.00131285637
92,109.195626633269,459.223866642721,110101.851847478,548.273814,47.081015635084,109.57645,315.508624019535
94,102.785421009845,453.805304245579,110101.839828694,498.410114,46.9308384358972,104.509465,243.277945103457
96,97.5032530510949,450.733461421259,110101.831653207,455.12179,46.8188093493149,99.40595,201.067938661119
98,96.9561825106273,444.811084557377,110099.347940114,400.520614,46.7277461667949,96.627889,153.770447880218
100,96.6163286044587,438.875149279235,109896.262080992,354.318365,46.657642733003,93.382887,135.462627057207
