# FEs,APMTO,MFEA,MFEA-DGD,AEMTO,MKTDE,OTMTO,BLKT-DE
0,1307.88166960706,1307.76610877197,1307.6827787649,1307.87019673413,1307.92357817989,1307.87019673413,1307.65395230699
2,1302.04922322157,1302.98845804633,1303.26893070502,1306.329194,1303.71363341075,1304.097059,1305.11301031658
4,1300.87490917371,1301.17028907213,1303.08497380706,1305.432693,1302.5171018481,1302.784887,1304.29748649514
6,1300.81681274752,1300.80980058511,1302.92814036965,1304.850541,1301.25412682629,1301.661227,1303.61110636039
8,1300.79295717066,1300.71378587025,1302.71311505703,1304.357176,1301.01106781214,1301.199997,1303.02489810164
10,1300.77445694755,1300.67010715492,1302.54848554428,1303.996727,1300.92375227452,1300.972002,1302.31847251266
12,1300.761249414,1300.64315406478,1302.29118095464,1303.630737,1300.89053830649,1300.858672,1301.6080347116
14,1300.74344816767,1300.63703519535,1302.1095854396,1303.315944,1300.88152529759,1300.816349,1301.17055156426
16,1300.73757586646,1300.63140148306,1302.06418445317,1302.910474,1300.86117101038,1300.793441,1301.01972550343
18,1300.73543974228,1300.62704741272,1302.04643401068,1302.486304,1300.83391264205,1300.756014,1300.95549782174
20,1300.7292657544,1300.62553011891,1302.02744219964,1302.042045,1300.83050596028,1300.737154,1300.92527563344
22,1300.72679649729,1300.62535265565,1302.0144191983,1301.726192,1300.79991868647,1300.736429,1300.88992657063
24,1300.72024236471,1300.62514044371,1302.00403703642,1301.417902,1300.7867342817,1300.722657,1300.86531350027
26,1300.71629111979,1300.62511212401,1301.99709371976,1301.217943,1300.78086355,1300.715784,1300.85288633767
28,1300.71422833795,1300.62348905074,1301.98890634755,1301.080012,1300.75963629299,1300.69291,1300.8384494305
30,1300.71090269945,1300.61807909138,1301.97878391859,1300.991141,1300.75918074385,1300.679802,1300.81628756686
32,1300.70674386672,1300.61266399818,1301.97182656221,1300.956629,1300.7505067504,1300.678716,1300.80495922927
34,1300.70654268546,1300.61117263379,1301.96620773396,1300.929174,1300.74660610035,1300.676611,1300.79952831615
36,1300.70624488825,1300.61079975315,1301.9592511655,1300.905312,1300.74086184796,1300.664354,1300.79952831615
38,1300.70624488825,1300.61033366807,1301.94877759728,1300.883794,1300.73869565022,1300.648209,1300.79502730496
40,1300.70049209157,1300.61023238753,1301.94324248151,1300.877562,1300.73622896481,1300.647663,1300.78388463744
42,1300.6971357637,1300.61019286035,1301.93687924946,1300.861198,1300.73477876372,1300.640658,1300.780906314
44,1300.69317460534,1300.61001909248,1301.93035356864,1300.843944,1300.73034904425,1300.632941,1300.77183216053
46,1300.68865045667,1300.6099388233,1301.92069881617,1300.829336,1300.71990961262,1300.630985,1300.76863450543
48,1300.68865045667,1300.60991780259,1301.91122519676,1300.826101,1300.71262115696,1300.629323,1300.76015441091
50,1300.68669742858,1300.6099174311,1301.90336027299,1300.816559,1300.7093946151,1300.627476,1300.75595528389
52,1300.68669742858,1300.60991730003,1301.89638379264,1300.801426,1300.7093946151,1300.624087,1300.74955683989
54,1300.68669742858,1300.60848308911,1301.88942526326,1300.796171,1300.7021306503,1300.621171,1300.74786023961
56,1300.68421774386,1300.60813697462,1301.88191879164,1300.788388,1300.70153366092,1300.62041,1300.7439089491
58,1300.68379420594,1300.60807288693,1301.87517672182,1300.787609,1300.69826544574,1300.620223,1300.73294574646
60,1300.67888131746,1300.60807039599,1301.86592016712,1300.782149,1300.69826544574,1300.616089,1300.72250812824
62,1300.67841397299,1300.60806960258,1301.85842413747,1300.781872,1300.69182898649,1300.613006,1300.70808221642
64,1300.67829829559,1300.60806915583,1301.85011426763,1300.778337,1300.69182898649,1300.611337,1300.70592802693
66,1300.67600888752,1300.60806837387,1301.84295102727,1300.772833,1300.69182898649,1300.611337,1300.70583151488
68,1300.67555476454,1300.60806440098,1301.83335547273,1300.772833,1300.68497119579,1300.609763,1300.69785517937
70,1300.67543762454,1300.60806093414,1301.82425740559,1300.772833,1300.68204729109,1300.608163,1300.69597788796
72,1300.6724537373,1300.60806048577,1301.81313026199,1300.77163,1300.68061371267,1300.608069,1300.69597788796
74,1300.67169037047,1300.60806000917,1301.80126510736,1300.767606,1300.67582555256,1300.598622,1300.69471994611
76,1300.67115613404,1300.607466569,1301.78816450769,1300.764887,1300.67302328546,1300.589619,1300.69271385154
78,1300.66673336716,1300.60746630257,1301.76928162509,1300.764852,1300.67022838413,1300.586839,1300.68820989226
80,1300.66163521389,1300.60746579023,1301.74495637863,1300.762768,1300.66633549848,1300.582474,1300.68820989226
82,1300.65963844203,1300.60746521685,1301.7195753112,1300.760428,1300.66549190333,1300.582474,1300.6880969539
84,1300.65852274528,1300.60746457399,1301.70534441413,1300.753184,1300.6642702484,1300.579655,1300.68798805417
86,1300.65852274528,1300.60746235142,1301.67424231589,1300.750441,1300.66184297115,1300.578747,1300.68062877458
88,1300.65852274528,1300.6074565597,1301.65932667577,1300.739001,1300.66109008159,1300.572284,1300.67858605075
90,1300.65808224335,1300.60738884748,1301.62860500612,1300.73666,1300.66109008159,1300.572093,1300.67487554749
92,1300.65808224335,1300.60613732099,1301.62323426328,1300.726684,1300.65938366586,1300.572093,1300.67095492302
94,1300.65808224335,1300.6058649052,1301.61317445634,1300.716838,1300.65859603848,1300.570407,1300.66318564749
96,1300.65808224335,1300.60585888453,1301.60731394926,1300.716838,1300.65859603848,1300.566158,1300.66305191834
98,1300.65808224335,1300.60585182058,1301.59858146931,1300.715558,1300.65859603848,1300.566158,1300.65234318657
100,1300.6576421756,1300.60458056272,1301.58997846015,1300.715558,1300.65717092187,1300.566158,1300.64903977787
