# FEs,APMTO,MFEA,MFEA-DGD,AEMTO,MKTDE,OTMTO,BLKT-DE
0,414429817.836272,309783255.545716,338073861.024416,388810219.751997,471123202.083672,388810219.751997,368884869.526843
2,26260947.8247146,25629693.6372625,20794715.7787983,94722990.462595,90427138.6592164,104475127.319902,88768486.6964084
4,9267206.4513501,16421481.8999786,15412064.7039499,60450066.914699,69802779.8335805,84010123.839937,73752185.7806578
6,5516354.16411921,12205887.6907431,13456310.7275471,48084690.293016,62687652.8249412,71728474.61867,60447001.7533331
8,3394588.72043157,10318731.5894806,12719875.9072949,40261145.369381,59934538.1413244,63291879.987779,53230706.8986667
10,2404092.1044125,8965634.96979563,12118429.9276911,32665770.501497,54910496.2586267,60848832.124898,48149746.1263189
12,1855966.63806809,7985564.35827492,11737084.0240087,30913525.36758,51133030.5135623,55581658.158489,40061032.0371712
14,1577480.60983756,7198540.47629117,11488757.1547027,29629351.951608,49202290.6120814,51216087.193804,36797931.0719175
16,1381141.11572622,6628156.26115906,11176953.530465,27266051.65344,46306472.7769287,47504829.678016,35331356.1357391
18,1249169.72604079,6279495.71386605,10955539.4022199,25870809.398191,44083287.2170539,44177897.095134,30910029.5560279
20,1130017.3920852,6005500.8876935,10720289.5919737,25202785.758426,41674006.2201448,43482737.141338,29716539.069781
22,1045890.40748045,5640271.41382451,10579362.9717373,23961228.447404,39684974.0910033,41480569.982792,26988822.2376341
24,967007.754150912,5375242.16595634,10404737.4218461,22049272.945521,39418538.6711583,41210108.650746,25739555.7823693
26,891866.646323716,5072530.38537122,10297328.2014943,20642820.190529,38448887.2470556,40235662.837325,23482605.6121162
28,836456.599938283,4809915.73710321,10195076.532815,20189955.684732,37366457.8966752,39972976.555214,20613939.383463
30,771474.406834394,4616914.58542985,10084093.5444889,19670857.226278,34653924.5759213,37883244.778564,18241794.7787308
32,709284.486041668,4461692.68310824,10005928.1967342,19143838.439631,34592447.9433976,36853059.858094,15735481.7699263
34,659127.655915391,4319459.97832306,9925163.91270759,18071172.467548,33597207.1201677,36453654.319577,14927397.0201455
36,617920.618917524,4193027.69890521,9870306.76026269,17131651.7286,33154396.7450401,33940869.829356,14109715.5407388
38,584592.488669349,4088769.98141106,9791333.27530222,16651377.41939,32611691.6315015,33568116.851919,12959797.1129978
40,550669.347586469,3991308.95588987,9745001.52329987,16218178.775783,32427364.0884431,33401039.153435,12192277.1095415
42,511982.817407082,3866462.85354976,9679544.77062782,15737818.826796,32173469.1019696,31257979.594974,11163424.9289135
44,486326.993215755,3774455.47651919,9614469.75337964,15144951.089781,30938319.4307464,31257979.594974,10313620.3063343
46,459083.061219033,3671534.86310813,9562877.85383053,15045610.665586,30031507.2239605,30382625.816837,9073848.32567303
48,433009.164495756,3597177.10910221,9519023.35366593,13950255.058646,30031507.2239605,29485292.624765,8221258.33800659
50,404625.918179353,3528409.13640736,9476261.06613844,13661192.605532,29265453.8345524,29407193.0076,7791948.88826895
52,385352.302317924,3460259.86057485,9443607.63106473,13245502.856946,27702182.1292982,28902022.25815,6431345.53888985
54,369045.210315559,3397959.21375911,9404855.58880828,12988259.791469,27327618.1096009,28541082.778774,5899737.72772673
56,350834.54659119,3341787.08497553,9342160.51005745,12631481.497379,27327618.1096009,28005485.495203,5225744.30714151
58,335968.328550682,3293364.87014451,9313884.22589802,12402116.634226,26611317.9383692,27819677.42674,4923461.24214605
60,320139.000556807,3244105.93366704,9282777.963201,12358238.281883,26472025.1355936,27192367.952231,4677173.13664342
62,307222.030773507,3200675.21600977,9258544.36095769,11808933.518879,25930506.435371,26897453.134995,4207414.11284898
64,294285.479861703,3157444.77470213,9228774.2771306,11224263.466336,25615286.243055,26186927.666158,3955643.26645291
66,284460.624239385,3098623.5886468,9201354.36508684,10872082.41752,25192199.0159626,26144096.107099,3730692.23288207
68,275965.84764509,3042848.94782559,9176142.63099844,10487916.380255,25192199.0159626,26121788.616964,3635127.25679965
70,267462.267717003,3009479.66073209,9158485.59089317,10219372.3145,25192199.0159626,25669220.153799,3187166.12162599
72,259744.115053044,2964467.70229626,9131687.16170477,10029716.876513,24681544.4937264,25669220.153799,3117212.39927645
74,252941.767427706,2927530.81261667,9113192.0013334,10029716.876513,24681544.4937264,25669220.153799,2981656.7702013
76,247621.238349018,2895304.47000803,9090311.25371451,9888140.150294,24614973.694538,25460058.38143,2707187.0298855
78,243561.56599086,2866527.31957706,9069127.4719373,9683508.879312,23788581.200773,24767264.930414,2581488.67327346
80,239309.934303656,2826239.00433179,9055546.57007334,9586797.647881,23780590.5963084,24574826.795207,2508957.94505367
82,235352.301359313,2796277.05143892,9036766.17939783,9323899.473346,22966544.8477451,24565835.206495,2418829.51449985
84,231291.127881725,2762944.69194107,9023550.34281891,9174286.302511,22892184.5409578,24565835.206495,2298766.7560238
86,226979.66041614,2732971.510465,9008712.38879558,9111537.23234,21947131.0013927,24565835.206495,2259537.41443256
88,222325.38794512,2697259.99007852,8990937.41175934,8941095.839092,21947131.0013927,24389410.665699,2190728.02778838
90,218221.871264484,2669651.69442524,8975342.15229172,8941095.839092,21821344.7256996,24389410.665699,2165446.23897565
92,214010.73840586,2639655.46620944,8960927.66581465,8923753.970719,21821344.7256996,23002294.210183,2102949.20822885
94,210145.718504989,2613698.0915196,8947812.21372323,8894164.127107,21821344.7256996,22861862.700447,2042701.66872385
96,206887.917017052,2588011.91815836,8939312.75500447,8894164.127107,21821344.7256996,22861862.700447,2012273.32729093
