# FEs,APMTO,MFEA,MFEA-DGD,AEMTO,MKTDE,OTMTO,BLKT-DE
0,17926.5847903518,17576.5870349508,17437.4040059759,17908.0435273503,17843.4698666507,17908.0435273503,17451.6958135365
2,14861.9978782602,11249.7638715416,15590.6108372242,16271.085056,15116.141703075,15174.860851,15688.9280081243
4,11423.6051855376,9439.1003583543,13679.1236513731,15790.401702,14848.271070801,14108.350433,15341.6828323802
6,8617.40572773894,8076.34521067061,10465.5258998344,15382.001618,14652.8308632077,13656.945354,15018.6282606179
8,7636.52322252704,6947.57838226716,9254.54130728475,15019.367343,14442.6957683574,13273.403379,14651.1671891636
10,7317.64933151271,6124.18465352218,8846.75110263075,14616.635204,14215.9615164124,12874.19735,14354.4688976694
12,7203.78326756157,5375.67509052356,8528.30958573365,14487.377869,13903.956817606,12523.169616,14040.0100336705
14,7165.80246224495,4832.77810488045,8395.83327022397,14168.538652,13811.1478200901,12185.849536,13780.345854572
16,7149.76449666716,4349.49724420798,8252.89888562052,13961.45598,13736.4435277025,12045.696793,13429.5130189814
18,7147.99215500718,3941.345472537,8192.66508618926,13632.471897,13618.3948094537,11856.286445,13216.8977818933
20,7147.00511615599,3642.48841427293,8109.70807965566,13374.399505,13535.7317446699,11653.280859,12917.4220024995
22,7146.83533195861,3368.58638958444,8025.37311476289,13197.141953,13441.9582754534,11467.125745,12798.6792182091
24,7146.45700500829,3212.37071523819,7985.25915821068,13124.28421,13383.7546061629,11299.884819,12669.7336559437
26,7146.45059598626,3064.33324439619,7954.5106885206,12868.945668,13345.6242451558,11134.384381,12481.9928413242
28,7146.42722106667,2930.33679400972,7931.75228287797,12794.179978,13271.6155188434,11010.977742,12265.2568976328
30,7146.42657981518,2819.32757056135,7910.83947979303,12584.198935,13188.5464086861,10884.594311,12036.5891143268
32,7146.42634557785,2747.41518722223,7865.65582459626,12540.337686,13110.5239570604,10717.334344,11919.0837326015
34,7146.42632160132,2710.07853138471,7858.76156222389,12423.278506,13065.1619336866,10530.210075,11758.5880611561
36,7146.42631557687,2662.93503217609,7848.69590867611,12318.91275,12966.621782406,10362.553428,11521.1654791098
38,7146.42631436082,2618.1124087763,7845.62825118096,12059.705174,12937.9053628095,10329.327293,11394.1053679758
40,7146.42631373953,2587.60741113584,7839.07309362553,12025.172735,12897.015663654,10209.831836,11202.3789645112
42,7146.42631337016,2579.04235332902,7829.3138132249,11967.492693,12828.4432075343,10184.580751,10983.8575810987
44,7146.42631335112,2556.31678630255,7818.55052049998,11901.248895,12773.7383477152,9971.138277,10698.6591873179
46,7146.42631333921,2543.4454087458,7817.22384702464,11802.063262,12726.7043044898,9872.30056,10576.2443452184
48,7146.42631333717,2536.74716444563,7815.1874340739,11691.630286,12633.4872240008,9788.177967,10311.9187295067
50,7146.42631333646,2523.6660713098,7811.37071016097,11623.293326,12540.4918580482,9753.080837,10212.3155947769
52,7146.42631333638,2517.58926845204,7810.39629030565,11558.476389,12510.8173218919,9628.004319,10133.5349214069
54,7146.42631333629,2510.43584198425,7810.06129881013,11512.701934,12492.7102286501,9555.554586,10020.675202671
56,7146.42631333629,2507.0611378523,7806.72760288947,11493.42065,12471.8131518314,9518.910492,9906.39958178452
58,7146.42631333629,2497.37525026891,7795.08067384579,11409.540562,12440.7212651882,9461.545571,9751.52786237958
60,7146.42631333629,2489.59079827377,7793.62896968977,11244.841372,12415.0318667986,9397.566412,9640.03627305875
62,7146.42631333629,2485.21554331908,7783.32578055309,11158.478901,12402.4229658589,9318.386526,9570.64122995538
64,7146.42631333629,2480.48134651735,7782.92427879463,11110.719783,12376.6644324182,9283.330241,9379.52633517112
66,7146.42631333629,2476.52126715221,7782.10547931626,11092.289807,12376.5066361628,9234.911754,9211.18858556117
68,7146.42631333629,2473.99134258847,7781.49774345277,11065.39113,12330.5800275705,9142.247748,8994.74584560554
70,7146.42631333629,2468.6755610326,7781.49774345277,10988.683822,12318.3574204182,9087.787547,8906.33282858289
72,7146.42631333629,2467.88039502265,7771.7606272417,10953.102409,12318.3077214914,9080.651941,8794.10253663999
74,7146.42631333629,2463.25907100383,7771.43728547277,10893.530184,12309.9692434306,9002.655792,8661.35749909842
76,7146.42631333629,2462.36357736375,7771.4325089509,10844.434725,12283.2292191423,8933.859789,8511.9255731314
78,7146.42631333629,2461.31387475615,7771.0009338173,10798.76298,12259.0969801363,8877.929492,8337.47959562204
80,7146.42631333629,2453.19347510452,7770.88321960404,10749.813146,12255.7125824232,8830.164493,8173.62987391326
82,7146.42631333629,2449.49965002262,7770.76857705148,10717.264303,12236.9307260713,8736.805227,7955.78264115894
84,7146.42631333629,2448.05976777088,7770.5913357059,10635.999735,12221.2189960864,8682.331203,7691.16257662604
86,7146.42631333629,2447.82440459311,7769.96687550573,10563.595749,12193.7274371269,8574.245008,7405.34664643159
88,7146.42631333629,2443.45739680696,7769.93349908615,10560.644736,12188.3371480536,8532.23254,7218.14136836244
90,7146.42631333629,2443.0525625438,7769.93349908615,10543.63366,12147.7428438357,8522.093987,7031.35030107574
92,7146.42631333629,2438.75956803186,7768.84194334325,10502.296626,12090.6212628383,8472.879758,6857.11089839231
94,7146.42631333629,2438.62079219334,7768.15333665196,10483.358849,12084.757887346,8420.453328,6719.07932674694
96,7146.42631333629,2438.28100617753,7742.56079659253,10443.569838,12032.3142411322,8419.440578,6587.07259233684
98,7146.42631333629,2430.88595599808,7741.51978417656,10412.37544,12024.4827100988,8345.436216,6460.54563071057
100,7146.42631333629,2427.30808497891,7738.55863183969,10359.695267,11971.4430231116,8322.465991,6358.6985160937
